Gene name	Ensembl ID	Gene description	Canonical RBD	Pfam ID	Protein Domains	Pfam Description	Excitatory Expression	Inhibitory Expression	Astrocyte Expression	Microglia Expression	Oligodendrocyte Expression	Amygdala expression	Basal ganglia expression	Cerebellum expression	Cortex expression	Hippocampus expression	Hypothalamus expression	Non-brain expression	Accelerated dorsal expression (D2)	NPC expression (D15)	Neural rosette expression (D21)	Neuron expression (D77)	LOEUF	Synapse localization	Autism susceptibility
DHX57	ENSG00000163214	DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]	1	PF04408|PF00642|PF07717|PF05773|PF00270|PF00271	HA2|zf-CCCH|OB_NTP_bind|RWD|DEAD|Helicase_C	Helicase associated domain (HA2)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)|Oligonucleotide/oligosaccharide-binding (OB)-fold|RWD domain|DEAD/DEAH box helicase|Helicase conserved C-terminal domain	3.58453598571429	1.94873649425926	0.56794177	0.1808881	0.31643745	2.29174204539274	2.54880280080911	3.4881094189095	2.96435057237507	2.41635335823427	2.83454537925751	3.27965849212441	2.06292466113744	1.60575851941974	1.89020781868922	1.62038721296095	0.675	0	0
DHX58	ENSG00000108771	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	1	PF00271|PF04851|PF11648	Helicase_C|ResIII|RIG-I_C-RD	Helicase conserved C-terminal domain|Type III restriction enzyme, res subunit|C-terminal domain of RIG-I	0.000330086571428571	0	0	0	0	2.92338501377989	3.03516199744114	2.82406822587831	3.08097140687261	2.74283837782189	3.04536782843761	4.02217248109246	0.321611842027836	0.0398106229031374	0.0400994205692545	0.187168232582303	1.102	0	0
DHX8	ENSG00000067596	DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]	1	PF00270|PF04408|PF00575|PF00271|PF07717	DEAD|HA2|S1|Helicase_C|OB_NTP_bind	DEAD/DEAH box helicase|Helicase associated domain (HA2)|S1 RNA binding domain|Helicase conserved C-terminal domain|Oligonucleotide/oligosaccharide-binding (OB)-fold	1.43018644035714	0.859728559259259	0.246307293333333	0.107953735	0.149751775	2.41527191817697	2.62471855880482	3.99322599701659	3.15260853762975	2.42529278902704	2.79961992703367	4.27645944392591	2.25207440615963	2.11517270933912	2.30231369880811	1.33026724445133	0.495	0	0
DHX9	ENSG00000135829	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	1	PF00035|PF00270|PF07717|PF04408|PF00271	dsrm|DEAD|OB_NTP_bind|HA2|Helicase_C	Double-stranded RNA binding motif|DEAD/DEAH box helicase|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase associated domain (HA2)|Helicase conserved C-terminal domain	3.2488215375	2.48494200925926	0.360458636666667	0.0008896797	0.211035485	4.58580983517755	4.8271788136616	6.28547250229325	4.98029955079386	4.53946283093074	4.92582856297421	5.85130679697819	5.46934180174796	4.48108105559545	5.08561347453559	3.60406172644372	0.105	0	1
DICER1	ENSG00000100697	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]	1	PF03368|PF00270|PF00636|PF02170|PF00271	Dicer_dimer|DEAD|Ribonuclease_3|PAZ|Helicase_C	Dicer dimerisation domain|DEAD/DEAH box helicase|Ribonuclease III domain|PAZ domain|Helicase conserved C-terminal domain	6.17602175535714	5.58890165925926	2.45252426666667	0.17871886	7.543076	3.07470065966276	3.08496736775768	4.59776653897344	3.18319588178326	3.29959048797011	3.2917936064399	4.4926928210129	2.54138703447493	2.70551003604176	2.9295417346699	2.64851704029217	0.166	1	0
DIMT1	ENSG00000086189	DIM1 dimethyladenosine transferase 1 homolog [Source:HGNC Symbol;Acc:HGNC:30217]	1	PF00398	RrnaAD	Ribosomal RNA adenine dimethylase	2.16135266785714	1.3083486612963	0	0	0.1065251445	3.77095587079112	3.89449281724461	4.09505938737255	3.76872424169482	3.84989920779708	4.09686060243732	4.4276463960606	2.27784182047045	1.75553481007387	1.6702143868026	0.593365583885899	1.036	0	0
DIS3	ENSG00000083520	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]	1	PF00773|PF13638	RNB|PIN_4	RNB domain|PIN domain	1.472565405	0.636393365925926	0	0	0	2.0983353329644	2.3685071599378	3.95539185560999	2.67236197515065	2.15719250061589	2.52043230649603	3.62992775595919	2.18848879172288	1.93814575181153	1.98574424674828	1.41226571809204	1.006	0	0
DIS3L	ENSG00000166938	DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]	1	PF00773	RNB	RNB domain	0.523707126107143	0.495595776740741	0.111274479	0	0.083052635	3.63226821549951	3.74073331754406	4.46549130925173	3.78272307171368	3.58336262695693	3.9126498648972	4.07201144754108	2.02475766209502	1.42929061687545	1.80432929213284	1.56599792226962	0.924	0	0
DIS3L2	ENSG00000144535	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]	1	PF00773|PF08961	RNB|DUF1875	RNB domain|Domain of unknown function (DUF1875)	5.64408338392857	4.74864321481482	2.98609023333333	0.68218863	4.02259325	1.96852579958087	2.17193215665906	3.30351848255797	2.4479018163764	2.22941872683398	2.40578002289371	3.16232606610198	0.774270120054695	0.974409120603987	1.129354344065	0.879782524544771	0.325	0	0
DKC1	ENSG00000130826	dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]	1	PF01509|PF08068|PF16198|PF01472	TruB_N|DKCLD|TruB_C_2|PUA	TruB family pseudouridylate synthase (N terminal domain)|DKCLD (NUC011) domain|tRNA pseudouridylate synthase B C-terminal domain|PUA domain	0.0504065264464286	0.0293726372814815	0	0	0	3.6022193095703	3.81917255510297	5.00405862815776	3.69257226378139	3.60575506687028	4.09564597829804	4.90047559746007	3.67515420709366	2.59220753896253	2.86827620106488	1.44628325850513	0.191	0	0
DNAJC17	ENSG00000104129	DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]	1	PF00226|PF00076	DnaJ|RRM_1	DnaJ domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.31533887571429	0.822295302592593	0.356709923333333	0.16197509	0.27692295	2.21476206218338	2.31860029040858	4.20980814699876	2.74129870710962	2.27230692105288	2.50274048683319	3.32965033502722	0.961985060368017	0.817277999541632	1.11221251804228	0.837416530374085	0.712	0	0
DNAJC21	ENSG00000168724	DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]	1	PF00226|PF12171	DnaJ|zf-C2H2_jaz	DnaJ domain|Zinc-finger double-stranded RNA-binding	1.67376708678571	0.915937003837037	0.0222819653333333	0	0.008789474	2.5282237300162	2.75526682765398	3.38429092676403	2.7937731390328	2.6625564443845	3.04370320904715	3.79664966355774	1.84281497431859	1.70232786544695	1.74736934998087	1.1670083153903	0.72	0	0
DRG1	ENSG00000185721	developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]	1	PF16897|PF01926|PF02824	MMR_HSR1_Xtn|MMR_HSR1|TGS	C-terminal region of MMR_HSR1 domain|50S ribosome-binding GTPase|TGS domain	1.10545885303571	0.541856615111111	0.13100391	0.006405694	0.1091811575	4.54960140805293	4.67544053327422	5.73531231055817	5.24306732484751	4.45807353474093	4.99477430295919	5.58011532743928	3.95157046191666	3.34875038230939	3.56458808721277	2.81200087988132	0.53	0	0
DRG2	ENSG00000108591	developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]	1	PF16897|PF01926|PF02824	MMR_HSR1_Xtn|MMR_HSR1|TGS	C-terminal region of MMR_HSR1 domain|50S ribosome-binding GTPase|TGS domain	0.235293572196429	0.00402656822222222	0	0	0	3.38572782908802	3.68130869971433	4.98783699644149	4.17006124954012	3.46777507716663	3.95262244924263	4.91515755207423	1.6415566500926	1.05452239773447	1.31890253763476	0.858131595033123	0.886	0	0
DROSHA	ENSG00000113360	drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]	1	PF00035|PF14622|PF00636	dsrm|Ribonucleas_3_3|Ribonuclease_3	Double-stranded RNA binding motif|Ribonuclease-III-like|Ribonuclease III domain	3.67571385107143	1.87146929425926	0.667599886666667	0.06804618	0.181340345	3.3477039198074	3.58801477749897	5.23184133425606	4.07536148281424	3.24286922362056	3.71082296089871	4.31311521956199	2.21269316196018	2.00925131422472	1.9189960024036	1.38224893009249	0.347	1	0
DUS2	ENSG00000167264	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]	1	PF01207|PF00035	Dus|dsrm	Dihydrouridine synthase (Dus)|Double-stranded RNA binding motif	0.2043915690125	0.0958278862592593	0.063935152	0	0.012921053	1.99042486752198	2.21730517597867	3.08527337610338	2.60629060689256	2.0204168586035	2.38835487954821	3.06357887162598	1.4340466076069	0.967721862345317	1.03745969255212	0.664261575857566	0.908	0	0
DYNC1I2	ENSG00000077380	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	1	PF11540|PF00400	Dynein_IC2|WD40	Cytoplasmic dynein 1 intermediate chain 2|WD domain, G-beta repeat	7.30330661964286	6.91962016111111	1.10490632666667	0.71895015	7.06960485	5.17162317576178	5.29896067803621	5.79344334413861	5.28205795183188	5.387362540836	5.48213837473815	5.8909816455926	3.14063854354719	3.58827799739107	3.99985616953334	3.52154593870423	0.769	0	0
EED	ENSG00000074266	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	1	PF00400	WD40	WD domain, G-beta repeat	2.96546500232143	1.44665471066667	0.103475083333333	0.012704627	0.0050526315	2.6061934661617	2.76691843336071	4.2806594324552	3.04366471823724	2.56660573497503	2.8519408883639	3.6753304356676	1.36642528808699	1.22791232679476	1.19292144923076	0.810703206886264	0.187	0	0
EEF1A1	ENSG00000156508	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	1	PF03143|PF03144|PF00009	GTP_EFTU_D3|GTP_EFTU_D2|GTP_EFTU	Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2|Elongation factor Tu GTP binding domain	4.40244395053571	4.63673425	1.04403941666667	0.49683273	1.057251975	9.14652285496774	9.37087917225451	9.57015645480822	8.80220937606998	8.96065070923989	9.32804431159785	11.2746518724015	9.63968217168927	9.42046791142633	9.21046641432659	7.28547812546479	0.293	1	0
EEF1A2	ENSG00000101210	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	1	PF00009|PF03143|PF03144	GTP_EFTU|GTP_EFTU_D3|GTP_EFTU_D2	Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2	2.19188854732143	1.46177272925926	0	0	0	7.90985709092919	7.85107437691762	9.89816828716934	9.48098200923885	7.89233637733896	8.24082948557589	1.84731146360494	1.81555158677035	1.43603319190128	2.54660193412787	5.35509512767412	0.186	1	1
EEF2	ENSG00000167658	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]	1	PF00009|PF00679|PF14492|PF03764|PF03144	GTP_EFTU|EFG_C|EFG_II|EFG_IV|GTP_EFTU_D2	Elongation factor Tu GTP binding domain|Elongation factor G C-terminus|Elongation Factor G, domain II|Elongation factor G, domain IV|Elongation factor Tu domain 2	1.38313405464286	1.11174012648148	0.0350595233333333	0	0.148222043	8.93959096738324	8.73989872032186	10.0248446242212	9.62255704041432	8.60752266026558	8.82868235131274	10.385786921348	8.28814185382964	7.98066321132663	7.71337486819834	6.58246344910039	0.172	1	0
EEFSEC	ENSG00000132394	eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]	1	PF00009	GTP_EFTU	Elongation factor Tu GTP binding domain	1.02639987053571	0.902881505185185	0.09598995	0.006536412	0.063605265	3.15499952287455	3.21701817452167	4.6218994862526	3.76417627635593	3.06171226836608	3.6721197977276	4.53667461756976	1.30925049033783	1.0230124470613	1.34903593594384	1.24107743006105	1.181	0	0
EFL1	ENSG00000140598	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]	1	PF14492|PF00679|PF00009	EFG_II|EFG_C|GTP_EFTU	Elongation Factor G, domain II|Elongation factor G C-terminus|Elongation factor Tu GTP binding domain	1.27072307439286	0.419394015777778	0.0151073719	0.013274021	0.09313158	1.87770891820924	2.04110452453339	2.6364935395822	2.28436902730796	1.85788547560418	2.30276941153745	3.4042791632841	2.42958709151434	2.293994831485	2.60922284726615	1.40521578589411	0.561	0	0
EFTUD2	ENSG00000108883	elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]	1	PF00009|PF03144|PF03764|PF00679|PF14492|PF16004	GTP_EFTU|GTP_EFTU_D2|EFG_IV|EFG_C|EFG_II|EFTUD2	Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2|Elongation factor G, domain IV|Elongation factor G C-terminus|Elongation Factor G, domain II|116 kDa U5 small nuclear ribonucleoprotein component N-terminus	1.76611028821429	0.756171958240741	0.298124163333333	0.13704626	0.12795389	3.51242917838387	3.66919121429785	4.64790735495721	4.48083381445042	3.52805865849956	3.90936029800383	5.06413700202815	3.09760927725643	2.44730177630478	2.71130368156224	1.57772042781189	0.094	0	0
EIF2AK2	ENSG00000055332	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	1	PF00035|PF00069	dsrm|Pkinase	Double-stranded RNA binding motif|Protein kinase domain	3.72848617321429	2.45485610185185	0.272834815	0.22155753	0.1443439975	3.04466514569476	3.12155838224675	3.88715480147962	3.20066442081542	2.94909972441005	3.54253046431141	3.81313471901813	2.13656446380891	1.61020180655121	1.86416031326374	1.83616877478446	0.515	0	0
EIF2S1	ENSG00000134001	eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]	1	PF00575|PF07541	S1|EIF_2_alpha	S1 RNA binding domain|Eukaryotic translation initiation factor 2 alpha subunit	1.17353821289286	0.274659915462963	0	0	0	3.50110789237729	3.56051932154437	4.36720330065725	3.92772582267464	3.31734893478531	3.63793477553514	4.71297538709068	2.89975358132789	2.58537465645008	2.86894304350448	2.55393937284874	0.31	1	0
EIF2S3	ENSG00000130741	eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]	1	PF09173|PF00009|PF03144	eIF2_C|GTP_EFTU|GTP_EFTU_D2	Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2	1.10649373892857	0.491279856481481	0.788472313333333	0.04928952	0.087472032	4.60090602631277	4.71971463128586	5.9738580553617	4.76033806086746	4.47165570739764	4.60658435857268	6.36647784204379	5.41262666190332	4.71173962918541	4.59770904018499	3.0474133778605	0.322	1	0
EIF2S3L	ENSG00000180574	Putative eukaryotic translation initiation factor 2 subunit 3-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q2VIR3]	1	PF03144|PF09173|PF00009	GTP_EFTU_D2|eIF2_C|GTP_EFTU	Elongation factor Tu domain 2|Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain	0	0	0	0	0	0.0777614554879388	0.0975876054543214	0.208761954092564	0.100300599236897	0.0739659347063477	0.0839883171448522	0.33315348934465	1.74842494074618	1.27726151232545	1.23708508336536	0.554640838537699	1.282	0	0
EIF3B	ENSG00000106263	eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]	1	PF08662|PF00076	eIF2A|RRM_1	Eukaryotic translation initiation factor eIF2A|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.18289043296429	0.488514813388889	0.129278871333333	0	0.024684211	4.93755155280419	5.19065041359224	6.34643926956445	5.55409456722284	4.97924797376334	5.3679895305032	6.96133392686155	4.15451206505963	2.86238803701397	3.11199129616767	1.593178510382	0.067	1	0
EIF3G	ENSG00000130811	eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]	1	PF00076|PF12353	RRM_1|eIF3g	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Eukaryotic translation initiation factor 3 subunit G	0.139149272616071	0.018054889537037	0	0	0	5.96045378986589	6.12016839817193	6.99457406746438	6.32532884387659	5.98207178019813	6.26154209800722	7.97994530067214	4.1418892241193	3.59955218483109	3.79453126755848	2.1931840597769	0.275	0	1
EIF3I	ENSG00000084623	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	1	PF00400	WD40	WD domain, G-beta repeat	0.570465000589286	0.236680717981481	0	0	0	6.11509776647198	6.37408224205115	6.93341330041251	6.53859558472945	6.07163826409051	6.49501714129304	7.56588653878624	5.43011808552691	5.09386966936297	5.11134028832721	3.84326710507091	0.346	1	0
EIF4A1	ENSG00000161960	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	1	PF00270|PF00271	DEAD|Helicase_C	DEAD/DEAH box helicase|Helicase conserved C-terminal domain	0	0	0	0	0	5.95698127974019	6.2060238667164	6.66927272291273	6.4195372061214	5.96186406603765	6.30838271992705	8.18905359803522	1.24856704111719	0.842710978619998	0.920220595057551	0.50636995477439	0.117	0	0
EIF4A2	ENSG00000156976	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	1	PF00270|PF00271	DEAD|Helicase_C	DEAD/DEAH box helicase|Helicase conserved C-terminal domain	8.09904930892857	8.0488155462963	0.210599893333333	0.59243774	1.1380014	8.19623817969872	8.33959839986672	9.77217433945792	8.8111916354474	8.14220408485662	8.62434585702099	8.65989959065942	4.85963921836382	4.80824044969593	4.57433052189377	5.29238475260431	0.205	0	0
EIF4A3	ENSG00000141543	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]	1	PF00270|PF00271	DEAD|Helicase_C	DEAD/DEAH box helicase|Helicase conserved C-terminal domain	0.0238178394464286	0.0115238925555556	0	0	0	4.35369732700265	4.6486523830238	5.58913127071148	4.83578262663027	4.44432914406246	4.79509676168423	6.33712590425649	3.445289119686	2.67656467902308	2.94302222288958	1.70781898566431	0.119	1	0
EIF4B	ENSG00000063046	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	2.46431235642857	1.32258596907407	0.45349499	0.109572954	0.262101705	5.78739328302883	5.96162911572335	7.28069654596838	5.81134514886825	5.64959534166162	5.8900112891349	7.54429990614744	6.10500647758912	5.85307218997014	5.57649492036901	4.10389077701141	0.123	1	0
EIF4G1	ENSG00000114867	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	1	PF02847|PF02020|PF02854	MA3|W2|MIF4G	MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain	0.520034909625	0.378149309857407	0.019640884	0	0	5.23023376101491	5.29282959291292	6.24558978327947	5.718040991613	5.25467340117073	5.5356299793661	6.99326676320546	4.7465208187936	3.83646855647706	4.17412737231138	3.40416120754143	0.074	1	1
EIF4G2	ENSG00000110321	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]	1	PF02847|PF02854|PF02020	MA3|MIF4G|W2	MA3 domain|MIF4G domain|eIF4-gamma/eIF5/eIF2-epsilon	5.05338418392857	3.89585392037037	0.221706376666667	0	0.0807970325	7.00480473079551	7.02448036867055	7.83107601399283	7.22223461793632	6.91229058335111	7.32607888311202	8.18118207971062	5.41889591655139	5.09302562097368	5.36537573095418	6.07063816621372	0.085	1	0
EIF4G3	ENSG00000075151	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]	1	PF02847|PF02020|PF02854	MA3|W2|MIF4G	MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain	8.61569658928572	8.37450473148148	6.83269883333333	7.1165957	7.897845	3.94442744655197	4.10011984675538	4.96677421083434	4.76886183526484	4.15952424111621	4.43165638599522	4.5820079638401	2.6216228795492	2.5139120026501	2.73084969732826	2.75751938399952	0.112	1	0
EIF4H	ENSG00000106682	eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.49865059	0.561092892055556	0.0314352978333333	0	0.0821108958	6.75198583771902	6.93295289219471	8.03712135792668	7.29306694773445	6.69364027925966	6.92031712258765	7.81799411548107	5.6069688170009	5.38018262813608	5.49036998271598	4.13786242604997	0.548	0	0
EIF5B	ENSG00000158417	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]	1	PF00009|PF11987|PF03144	GTP_EFTU|IF-2|GTP_EFTU_D2	Elongation factor Tu GTP binding domain|Translation-initiation factor 2|Elongation factor Tu domain 2	5.86301306071429	4.97892090925926	0.994078966666667	0.15119217	0.83022115	5.64333961247723	5.4897420117672	6.07840489186757	5.41843622425343	5.73102570979344	5.81360933997282	6.22825496751218	2.34786632705222	1.45237085457641	1.81479313891761	1.241251684939	0.245	1	0
ELAVL1	ENSG00000066044	ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1.186127875	0.711760842777778	0.173274	0.015932504	0.19280015	3.62465072225823	3.66182369333918	5.00457105339776	3.75958197323355	3.56143612171813	3.89034940719884	4.82982419578486	2.96419484030242	3.31200272204158	3.17080646544634	1.73081464097105	0.222	1	0
ELAVL2	ENSG00000107105	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	6.12105138617857	6.63588351018519	0	0	0	2.6370282287042	2.1025691148374	4.03177893458486	4.07160823363952	2.17618551857461	4.23909248294191	0.113686232146922	1.33266431591891	1.47931308715904	1.94674385096002	3.42745273618464	0.189	1	1
ELAVL3	ENSG00000196361	ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4.33802238392857	4.42239419444444	0.368628726666667	0	3.06911265	5.55425730068007	5.60214506073104	8.13208067671781	6.23457987571296	5.84373014451606	5.82606793261661	0.106380215243572	0.0388288057071943	0.199254682604814	1.05324822914328	3.00176455921428	0.462	0	1
ELAVL4	ENSG00000162374	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	7.091205525	5.24218096481481	0	0.018046182	0	2.86285007353597	0.969398816937198	3.7407408719185	4.05843772537459	2.90479428011553	3.75603051865286	0.0461540776856479	0.0643700385521904	0.427377906709707	1.22276187376198	3.01637768432786	0.382	1	0
ELP2	ENSG00000134759	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]	1	PF00400	WD40	WD domain, G-beta repeat	4.660040725	3.11935160555556	0.128564558333333	0	0.530574895	3.0618383962716	3.34204407987247	4.80855752529912	3.69077465185039	3.17788431490593	3.65802863456589	4.34104640921859	2.54622123920059	1.91949010071593	1.94274186405929	1.48409513355899	0.882	0	1
EML4	ENSG00000143924	echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]	1	PF00400|PF03451	WD40|HELP	WD domain, G-beta repeat|HELP motif	5.5018746375	3.28370249537037	0.879188276666667	5.94808	0.383954675	2.45706365651012	2.66281845783523	3.80562264843637	2.64744576234312	2.45395473319969	2.83581697947116	4.66720523435634	3.29745098699541	2.92210095042403	2.90667215625701	1.58253303085182	0.455	0	0
ENOX1	ENSG00000120658	ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	8.42934813928571	8.42385992407407	3.23895012333333	0.19422261	8.94070875	2.7737431985133	2.95013149712189	1.61731494113238	3.24969259570307	2.91319771674825	3.04015599494602	1.61854407986816	0.13330632682919	0.260594781759502	0.600705116741915	1.63815651782818	0.649	0	0
ENOX2	ENSG00000165675	ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]	1	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0.913444697089286	0.598333972944444	0.169062434666667	0.14916518	1.25339495	2.37805377237596	2.51672497000125	2.45194694593752	2.18530521189712	2.46386044528653	2.66741758100343	3.09613869913749	1.196393242847	1.20234120632701	1.2667814393855	0.964809220486872	0.892	0	0
EP400	ENSG00000183495	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	1	PF07529|PF15790|PF00176|PF00271	HSA|SNF2_N|Helicase_C	HSA|SNF2 family N-terminal domain|Helicase conserved C-terminal domain	5.12901739464286	3.63222632037037	1.8602252	0.35729536	0.750295915	2.78253018234818	3.00340974457554	4.7800738305098	3.30399549287347	2.8891094156486	3.0324076918739	4.1174540193338	1.22496080163534	1.01798532392723	0.826894064493844	0.696843494801618	0.208	0	1
ERAL1	ENSG00000132591	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	1	PF01926	MMR_HSR1	50S ribosome-binding GTPase	0.430496357785714	0.13828246052963	0	0	0	4.97071103394214	5.17490970793428	6.4514221420719	5.67352533108955	4.98138233109949	5.33415348412221	5.53922396360645	2.90824815791841	2.18204879286321	2.52068401683219	1.62745395262849	1.024	0	0
ERI1	ENSG00000104626	exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]	1	PF00929|PF02037	RNase_T|SAP	Exonuclease|SAP domain	0.325716327071429	0.14927095987037	0.2888908	0.093911506	0.181327065	1.48926032880775	1.72644107000522	2.15779559175626	1.55618904844181	1.46017638162706	1.74096640573543	2.47671607407789	1.73791913377726	1.57303320001145	1.83444553915133	0.713972445704778	1.073	0	0
ERI2	ENSG00000196678	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]	1	PF00929|PF06839	RNase_T	Exonuclease	0.384332083803571	0.0225384939814815	0	0	0	1.65118719766256	1.82864985895874	2.34827350089727	1.84035848990375	1.69368543638092	1.80688906245159	2.64984305355491	1.09101507314912	1.18064834745238	1.24410946938645	0.468156462120679	0.975	0	0
ERI3	ENSG00000117419	ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]	1	PF00929	RNase_T	Exonuclease	3.48617866785714	1.69675225907407	2.63769593333333	0	0.41921545	5.59298617757105	5.66652369711651	5.68770040638038	6.24599186518044	5.63845618760518	5.63806514622056	5.26531686651029	3.32747490547491	3.28393924669646	3.45046286921796	3.42277651532633	0.745	0	0
ETF1	ENSG00000120705	eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]	1	PF03465|PF03464|PF03463	eRF1_3|eRF1_2|eRF1_1	eRF1 domain 3|eRF1 domain 2|eRF1 domain 1	1.01925808107143	0.395057025	0.0590889433333333	0	0.084733781	4.40742753546681	4.66585604645319	4.97714480763739	4.72521218040465	4.38514108848135	4.76984048774164	6.08227893129617	4.47348026489793	3.27232184062518	3.54428777075323	3.57264453811348	0.251	0	0
