Gene name	Ensembl ID	Gene description	Canonical RBD	Pfam ID	Protein Domains	Pfam Description	Excitatory Expression	Inhibitory Expression	Astrocyte Expression	Microglia Expression	Oligodendrocyte Expression	Amygdala expression	Basal ganglia expression	Cerebellum expression	Cortex expression	Hippocampus expression	Hypothalamus expression	Non-brain expression	Accelerated dorsal expression (D2)	NPC expression (D15)	Neural rosette expression (D21)	Neuron expression (D77)	CBC protein expression	MD protein expression	STR protein expression	AMY protein expression	HIP protein expression	V1C protein expression	DFC protein expression	LOEUF	Synapse localization	Autism susceptibility
DROSHA	ENSG00000113360	drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]	1	PF00035|PF14622|PF00636	dsrm|Ribonucleas_3_3|Ribonuclease_3	Double-stranded RNA binding motif|Ribonuclease-III-like|Ribonuclease III domain	3.67571385107143	1.87146929425926	0.667599886666667	0.06804618	0.181340345	3.3477039198074	3.58801477749897	5.23184133425606	4.07536148281424	3.24286922362056	3.71082296089871	4.31311521956199	2.21269316196018	2.00925131422472	1.9189960024036	1.38224893009249	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.347	1	0
DSC1	ENSG00000134765	desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]	0	PF08758|PF00028|PF01049	Cadherin_pro|Cadherin|Cadherin_C	Cadherin prodomain like|Cadherin domain|Cadherin cytoplasmic region	0	0	0	0	0	0.0975343452467642	0.108296016160058	0.0609669556664787	0.288782596100986	0.0879108557867354	0.0923964918420198	0.0615403711047521	0.00357807226266748	0.00276729037658688	0.00321632885602619	0.0226636779647181	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.947	0	0
DSG1	ENSG00000134760	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	0	PF01049|PF00028	Cadherin_C|Cadherin	Cadherin cytoplasmic region|Cadherin domain	0	0	0	0	0	0.147313212061487	0.196860060042339	0.0884218976343719	0.207180696529461	0.132630798784565	0.106460621538619	0.103997217489149	0.00297874210233234	0.0051378120413102	0.00622011700399088	0.00846186864187953	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.331	0	0
DSG2	ENSG00000046604	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]	0	PF00028	Cadherin	Cadherin domain	0.0483488643214286	0	0	0	0	0.0720267502915762	0.117333725315265	0.167593775609629	0.159016846891976	0.172794711559465	0.143560602274619	3.1042511021068	4.39176507527304	2.37591430732647	2.55176201951488	0.449464807474589	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.79	0	0
DSP	ENSG00000096696	desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]	0	PF00681	Plectin	Plectin repeat	0	0.00662393148148148	0	0	0	1.18871740920268	0.974987378029239	0.860991790474705	0.840812057009808	1.08577814801383	0.877167056486256	3.37910938551695	2.97548619067095	2.46675929518379	2.28486578898943	0.0884793377044387	7.77022133007851	7.51905644198724	7.32940613237858	7.22816783250173	7.22098475012204	7.79734100470435	7.94859656606026	0.26	0	0
DST	ENSG00000151914	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]	0	PF13499|PF02187|PF00435|PF00307|PF00681	EF-hand_7|GAS2|Spectrin|CH|Plectin	EF-hand domain pair|Growth-Arrest-Specific Protein 2 Domain|Spectrin repeat|Calponin homology (CH) domain|Plectin repeat	9.43763320535714	9.29647325	10.8733963333333	3.88128	10.56975475	4.52138372476389	4.69964046568964	4.94696941838939	4.58704088826047	4.50972750741206	4.5440896665488	5.00039668659434	1.51842621555905	1.46508117649838	1.82793840063727	2.06808574043704	8.89921163828565	9.02870876276203	9.07241157903011	8.88414083513364	8.98976674511639	9.00906802799376	8.8979805761301	0.18	0	1
DSTN	ENSG00000125868	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]	0	PF00241	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein	5.86375437857143	3.56480941111111	0.27749508	0	0.522367114	6.41872461771662	6.38537149890889	7.42458202748178	6.97776074171496	6.37999863590546	6.84941135652245	7.86793351904009	4.19976731397877	3.75117561819144	4.21848201207664	4.00492459860389	9.75095441458516	9.75377335826493	9.74786347707348	9.8154621654437	9.82178314698824	9.73666460310657	9.75266221288035	0.721	1	0
DTYMK	ENSG00000168393	deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]	0	PF02223	Thymidylate_kin	Thymidylate kinase	0.132340714803571	0.0462566320296296	0	0	0	3.10027630731296	3.03896199522591	4.49779117463948	3.21971528540339	3.01279390942085	3.19105250086247	4.04402684114702	3.08303630391078	2.99995193731449	3.17502758400302	1.05645286690652	8.00089545214229	7.51793235253517	7.31564642082506	7.31731774624546	7.34874409804638	7.30842254439403	7.31323981562671	1.538	0	0
DUS1L	ENSG00000169718	dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]	0	PF01207	Dus	Dihydrouridine synthase (Dus)	0.804096374375	0.289295642722222	0	0	0	4.40605360486342	4.66887931272668	6.14850200389334	5.02854705191964	4.56040926636212	4.5810619560026	6.12704097641055	2.13181621241392	1.72464828524721	1.7805268410532	1.21319188646903	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.965	0	0
DUS2	ENSG00000167264	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]	1	PF01207|PF00035	Dus|dsrm	Dihydrouridine synthase (Dus)|Double-stranded RNA binding motif	0.2043915690125	0.0958278862592593	0.063935152	0	0.012921053	1.99042486752198	2.21730517597867	3.08527337610338	2.60629060689256	2.0204168586035	2.38835487954821	3.06357887162598	1.4340466076069	0.967721862345317	1.03745969255212	0.664261575857566	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.908	0	0
DUS3L	ENSG00000141994	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]	0	PF01207	Dus	Dihydrouridine synthase (Dus)	0.000341450219642857	0.00722013296296296	0	0	0	2.89125390907935	3.21176684029983	4.51599623042369	3.32509565870846	2.9939279205166	3.26417608755176	4.55913690817943	1.64144362509762	0.985125524523789	1.3073320859614	0.567275932952891	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.943	0	0
DUS4L	ENSG00000105865	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]	0	PF01207	Dus	Dihydrouridine synthase (Dus)	0.0551086353571429	0.00695702907407407	0	0	0	2.22999083672939	2.28325655729159	2.35997088833675	2.20623998812941	2.04827804273541	2.31577488144728	2.41519348224746	0.827426043695808	0.719142652254067	0.800926672701983	0.708507280505651	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	1.114	0	0
DUSP11	ENSG00000144048	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]	0	PF00782	DSPc	Dual specificity phosphatase, catalytic domain	0.636766549964286	0.0832604716037037	0	0	0	2.33028876582196	2.37106254591245	3.57179814170986	2.63176318384951	2.24639896585797	2.71215112856235	3.82605013122092	1.53635499575817	1.36923106519301	1.56348795856242	1.09390366290595	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	1.091	0	0
DUSP12	ENSG00000081721	dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]	0	PF00782	DSPc	Dual specificity phosphatase, catalytic domain	0.757889894160714	0.345949653481481	0	0	0	3.19968647728999	3.2355447970411	5.22025061995056	3.67287788119757	3.2125304306929	3.50385753257743	4.36730116593966	2.64283353347877	2.49460958197186	2.72772239951305	2.31196176652271	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.894	0	0
DUSP23	ENSG00000158716	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]	0	PF00782	DSPc	Dual specificity phosphatase, catalytic domain	0.00585389625	0	0	0	0	4.29254618795034	4.95930185235252	4.63303008304961	4.3753105630081	4.53272215384207	4.39104591699721	6.14949106921342	2.95552536607685	2.16789914072702	2.06809957421399	1.81554516166057	8.52418896516379	8.47910495841431	8.52187146636629	8.39589843215956	8.66757333114929	8.47026624634737	8.5023655005395	1.692	0	0
DUSP3	ENSG00000108861	dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]	0	PF00782	DSPc	Dual specificity phosphatase, catalytic domain	1.34283517732143	0.355310458462963	0	0	0	4.79428588796893	4.58493244426138	5.71483621469125	5.79921426179712	4.81134257974037	4.94296483740139	5.58965564030155	1.90260643636691	2.76151262113208	2.74552249552688	2.19704937495202	9.25001809260286	9.33820953952191	9.39783004727883	9.38686972216986	9.40231254313884	9.39378318138007	9.49336223581052	0.837	0	0
DUSP9	ENSG00000130829	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]	0	PF00782|PF00581	DSPc|Rhodanese	Dual specificity phosphatase, catalytic domain|Rhodanese-like domain	0	0	0	0	0	2.07638464777366	2.16482327809923	0.349592874792252	1.93174356200507	1.85837096755852	0.867672730099101	0.108885445000084	0.121894276365337	0.342250748788302	0.4296930816922	0.43250878150558	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.529	0	0
DUT	ENSG00000128951	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]	0	PF00692	dUTPase	dUTPase	3.40283592589286	1.62760374148148	0.1407908	0	0.0162368415	4.32517770963941	4.72289494388949	5.64624619738326	4.76363465439328	4.30158764660319	4.85160913693177	5.43943697134731	3.2970984274843	2.03088725602008	2.34982210295719	1.98815879298476	8.53029630030632	8.32878601740897	8.38387738332927	8.07898098665576	8.21686818414319	8.31695441942983	8.28474416512503	1.12	0	0
DVL2	ENSG00000004975	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	0	PF12316|PF00595|PF00610|PF00778|PF02377	PDZ|DEP|DIX	PDZ domain (Also known as DHR or GLGF)|Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)|DIX domain	0.305170098125	0.0797488687407407	0	0	0	3.26003469160147	3.5387299722072	5.49629456229237	3.81384274489231	3.38505271157239	3.63172128388155	5.14340566424195	2.43039333783351	2.64852927744942	2.81406055356562	1.62114045248243	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.657	0	0
DXO	ENSG00000204348|ENSG00000206346|ENSG00000224313|ENSG00000225682|ENSG00000234798|ENSG00000236765	decapping exoribonuclease [Source:HGNC Symbol;Acc:HGNC:2992]	0	PF08652	RAI1	RAI1 like PD-(D/E)XK nuclease	0.0256940598	0.00440499746296296	0	0	0	3.83815509064278	4.16852972174223	6.27693394886588	4.41686000434134	3.90600547118419	4.49010156353516	5.20504446618964	1.3452233294169	1.26160150390774	1.47895971659039	0.971562093984749	6.429021566042	6.41400364429443	6.429021566042	6.41303913603913	6.66266562175028	6.52341119636418	6.66646719192989	1.308	0	0
DYNC1H1	ENSG00000197102	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]	0	PF08385|PF12781|PF12780|PF12775|PF07728|PF12777|PF08393|PF03028|PF12774	DHC_N1|AAA_9|AAA_8|AAA_7|AAA_5|MT|DHC_N2|Dynein_heavy|AAA_6	Dynein heavy chain, N-terminal region 1|ATP-binding dynein motor region D5|P-loop containing dynein motor region D4|P-loop containing dynein motor region D3|AAA domain (dynein-related subfamily)|Microtubule-binding stalk of dynein motor|Dynein heavy chain, N-terminal region 2|Dynein heavy chain and region D6 of dynein motor|Hydrolytic ATP binding site of dynein motor region D1	7.37933021428571	7.26642787222222	4.307917	0.23455516	2.2897055	5.3060252227421	5.50738396855024	7.08239390607768	6.27114924262827	5.39708417287364	5.7061188477611	5.66417560918273	3.51155348700732	3.80532478671427	3.75324285150256	4.10634718382821	10.9137646675144	11.0254421657306	10.9988093560321	10.8959078436567	10.9621436212782	10.9221917565769	10.9796173359791	0.08	0	1
DYNC1I2	ENSG00000077380	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	1	PF11540|PF00400	Dynein_IC2|WD40	Cytoplasmic dynein 1 intermediate chain 2|WD domain, G-beta repeat	7.30330661964286	6.91962016111111	1.10490632666667	0.71895015	7.06960485	5.17162317576178	5.29896067803621	5.79344334413861	5.28205795183188	5.387362540836	5.48213837473815	5.8909816455926	3.14063854354719	3.58827799739107	3.99985616953334	3.52154593870423	9.29957987018526	9.26193044228821	9.12605309796937	9.09786057002025	9.12727010455858	9.13100632696693	9.2671879971949	0.769	0	0
DYNC1LI1	ENSG00000144635	dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745]	0	PF05783	DLIC	Dynein light intermediate chain (DLIC)	3.84786554642857	2.60701204074074	0.141014212666667	0.02455516	0.122162052	3.81895278906489	4.03084366938972	5.45482568357949	4.75476994444476	3.78311086901503	4.51947271192927	4.91330113396293	2.44874859255	2.31768783517046	2.57839795335059	2.60944103556203	9.48867222947355	9.55501186209845	9.56723039285407	9.35015775564755	9.42297615958489	9.47937661557025	9.56658189077121	0.328	0	0
DYNC1LI2	ENSG00000135720	dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]	0	PF05783	DLIC	Dynein light intermediate chain (DLIC)	5.42442948392857	3.20438132962963	1.0211202	0	2.3813665	6.65784433442895	6.34363167140252	6.62744633521468	5.90352760405127	6.83533040637032	6.62561679983716	6.16175066014001	2.69246114407869	2.53574244789745	3.08122156170769	3.43732981116225	9.38806471457306	9.48498148408255	9.50191738081675	9.319898920416	9.48895309265958	9.43725841495029	9.49201857559749	0.302	0	0
DYNC2H1	ENSG00000187240	dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]	0	PF08393|PF12775|PF12780|PF12777|PF03028|PF07728|PF08385|PF12781|PF12774	DHC_N2|AAA_7|AAA_8|MT|Dynein_heavy|AAA_5|DHC_N1|AAA_9|AAA_6	Dynein heavy chain, N-terminal region 2|P-loop containing dynein motor region D3|P-loop containing dynein motor region D4|Microtubule-binding stalk of dynein motor|Dynein heavy chain and region D6 of dynein motor|AAA domain (dynein-related subfamily)|Dynein heavy chain, N-terminal region 1|ATP-binding dynein motor region D5|Hydrolytic ATP binding site of dynein motor region D1	7.28890990357143	4.88278541111111	6.90190673333333	0.24174377	0.875995135	1.38046348942069	1.59356412376953	2.34447487978059	1.80132837493877	1.41131234425338	1.88576176589896	2.3750588989077	1.42471628460436	1.58017710246033	1.70663723601903	1.49474268716192	7.35796834763394	7.22267544241578	7.23629523284486	7.18385406059517	7.22487843346768	7.23541133390449	7.23347174172335	0.576	0	0
DYNLL1	ENSG00000088986	dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]	0	PF01221	Dynein_light	Dynein light chain type 1	7.43256536785714	6.26084007222222	2.5378093	0.0730373	2.70737305	7.12079773658355	6.97608863588298	6.8012990119023	7.68713769349287	7.2380416313059	7.36529884943549	6.55077448486211	4.67447524450717	3.57934290122836	4.59402427701921	4.11854267232648	8.47773065166907	9.09702235760749	8.93576351694206	9.20612622179003	9.12720611089556	8.76764056792882	9.42218854584951	0.759	0	0
DZIP1	ENSG00000134874	DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]	0	PF13815	NA	NA	5.67467681428571	5.26202218703704	1.46527256666667	0	0	4.26993828828404	3.68983699539901	5.01501132007074	4.75505847811068	3.83707534610937	4.58653057908997	3.22554487000337	1.38863847122146	2.18693630574139	2.23940020018735	2.37008930701705	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	1.03	0	0
DZIP1L	ENSG00000158163	DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]	0	PF13815	NA	NA	0.0334279966964286	0.0026522880962963	0	0	0	0.723077947120082	0.703940550248006	2.5893008876725	0.770964325378637	0.826648951295973	0.995897640345995	2.76804878449073	0.587010453663158	0.960898909091452	1.02359467886122	0.214336815282866	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	1.297	0	0
DZIP3	ENSG00000198919	DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]	0	PF13639	zf-RING_2	Ring finger domain	7.48719489107143	6.22439793333333	1.18786753333333	0	0.625125805	3.3588224242392	3.60908238284581	4.66852196077787	4.26301937768218	3.47892004822866	4.20672917054291	3.23413186239555	2.22541607786678	2.1000005753591	2.12562888625554	2.82240298087285	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.645	0	0
EARS2	ENSG00000103356	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]	0	PF00749	tRNA-synt_1c	tRNA synthetases class I (E and Q), catalytic domain	0.295807541375	0.139061710011111	0.0579486366666667	0	0.0016052632	2.61280540794456	2.76926713082523	3.83597458790228	3.32839704154085	2.46781419597251	2.98957138768189	3.24954394463271	2.72729181415479	1.85847744179435	1.73563028079679	1.42307758758959	7.92937231968647	8.01472765211899	8.0634691857494	7.82956755859726	7.87163729911432	7.91595377762635	8.02968271400531	1.021	0	0
EBNA1BP2	ENSG00000117395	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	0	PF05890	NA	NA	0.999954988446429	0.110678162888889	0	0	0	4.32225266475882	4.40823292089781	4.84572086368639	4.96428310106872	4.2385499569475	4.57806921227232	4.93813520920084	3.09024899195744	1.93994512870485	2.6617310242845	1.91262873061676	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	1.089	0	0
EBP	ENSG00000147155	emopamil binding protein (sterol isomerase) [Source:HGNC Symbol;Acc:HGNC:3133]	0	PF05241	NA	NA	0.260352998717857	0.152360670348148	0	0	0	3.27879361957764	3.25558230731564	5.27396899188141	3.76830079453747	3.3468604701739	3.78943713604028	4.23389572753826	3.95604664705558	3.68289291315948	3.64504926768892	1.9559585119713	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.342	0	0
ECH1	ENSG00000104823|ENSG00000282853	enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]	0	PF00378	ECH_1	Enoyl-CoA hydratase/isomerase	0.382228517678571	0.263397298796296	0.004990792	0	0.024026315	6.26372365402785	6.35195246801512	6.43751156843285	6.39363928747078	6.06983103429991	6.56595963181841	7.47402225558259	2.7059089703671	2.52258731322026	2.5401322392097	1.7685326016513	9.21523742684561	9.36704516904068	9.21201878813932	9.14264166601569	9.16579008366189	9.14239030985596	9.14449859141873	1.13	0	0
ECHS1	ENSG00000127884	enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]	0	PF00378	ECH_1	Enoyl-CoA hydratase/isomerase	0.987775354107143	0.374631566187037	0	0	0	6.71984055506427	6.76356428171337	6.78390840805093	6.98214937966436	6.58351156227365	6.61131552087538	7.05553190254745	4.27340810242902	3.82434497668058	4.1955326600122	3.42928666892932	9.65274737404202	9.88320153980191	9.84893686742197	9.73837140512938	9.79674352255099	9.73249487811989	9.75705788269705	0.956	0	0
ECI1	ENSG00000167969	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]	0	PF00378	ECH_1	Enoyl-CoA hydratase/isomerase	0.00689837342857143	0.0293963620740741	0	0	0	4.40286540250755	4.22761401821522	5.54339070885592	4.49067922692479	4.19553658529377	4.55998119415983	5.3262281249776	2.33296332642082	2.47211364287656	2.38398002566209	0.988225653341848	8.4310333797486	8.14128997120601	7.79390886213414	7.49236605143518	7.83677263756642	8.0944808549269	7.64190506487449	1.837	0	0
EDC3	ENSG00000179151	enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]	0	PF16598|PF09532|PF12701|PF03853	FDF|LSM14|YjeF_N	FDF domain|Scd6-like Sm domain|YjeF-related protein N-terminus	0.7040426025	0.24719287537037	0.222904683333333	0.085782915	0.14933872	2.90601701978147	3.09947531954596	4.66458239198988	3.46468133483412	2.97915283681921	3.21848671017699	4.08753073118428	1.59263560250879	1.57749776110156	1.50310957845789	1.13931649093474	7.9971295550423	7.89688151374375	8.02432367353919	8.00185626073184	8.04538725098806	8.1299627465738	8.14183790062495	0.646	0	0
EDC4	ENSG00000038358	enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]	0	PF16529	NA	NA	0.569398062928571	0.173057077862963	0	0	0	3.97407954736415	4.32698308814846	6.63733781705443	4.8962427814553	4.06238079335608	4.46318429855428	5.61859399884172	2.40485141939661	2.27427516779329	2.44027174380049	2.03991201483197	8.58641707580462	8.30503468986482	8.49807785418625	8.25898521891925	8.3055774212183	8.72251653663398	8.49632947353384	0.36	0	0
EDF1	ENSG00000107223	endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164]	0	PF01381|PF08523	HTH_3	Helix-turn-helix	2.81639178571429	1.68991903888889	0.117159245333333	0	0.023605263	7.52975849084606	7.48456916703195	8.46191116800866	7.71234127803977	7.38823259689555	7.63667536771788	8.08638572200583	5.55714025927431	5.23049705428928	5.69574181217487	4.64075944930696	8.54586755573369	8.0155744011647	8.14761104464039	7.92116964197866	8.26106766910832	8.04201009542917	8.29233165958892	0.509	0	0
EEA1	ENSG00000102189	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]	0	PF01363	FYVE	FYVE zinc finger	4.94773265178571	4.65620242592593	2.0456436	0.64343417	1.902596	2.17690675441426	2.1583451067538	3.41482423515617	2.37420207762889	2.13484520572141	2.58966522699988	3.5583043745482	1.23392661207758	1.24540385017461	1.09935822737151	1.4055435036	9.10635594534663	9.15125578349991	8.96926856129355	9.04878561982247	9.01814045254317	9.1174918965077	9.0906609151656	0.304	1	0
EED	ENSG00000074266	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	1	PF00400	WD40	WD domain, G-beta repeat	2.96546500232143	1.44665471066667	0.103475083333333	0.012704627	0.0050526315	2.6061934661617	2.76691843336071	4.2806594324552	3.04366471823724	2.56660573497503	2.8519408883639	3.6753304356676	1.36642528808699	1.22791232679476	1.19292144923076	0.810703206886264	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.187	0	0
EEF1A1	ENSG00000156508	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	1	PF03143|PF03144|PF00009	GTP_EFTU_D3|GTP_EFTU_D2|GTP_EFTU	Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2|Elongation factor Tu GTP binding domain	4.40244395053571	4.63673425	1.04403941666667	0.49683273	1.057251975	9.14652285496774	9.37087917225451	9.57015645480822	8.80220937606998	8.96065070923989	9.32804431159785	11.2746518724015	9.63968217168927	9.42046791142633	9.21046641432659	7.28547812546479	10.3575141314662	10.2566359200189	10.3318092164996	10.1810894004846	10.3877378125296	10.2777441394954	10.3328285500863	0.293	1	0
EEF1A2	ENSG00000101210	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	1	PF00009|PF03143|PF03144	GTP_EFTU|GTP_EFTU_D3|GTP_EFTU_D2	Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2	2.19188854732143	1.46177272925926	0	0	0	7.90985709092919	7.85107437691762	9.89816828716934	9.48098200923885	7.89233637733896	8.24082948557589	1.84731146360494	1.81555158677035	1.43603319190128	2.54660193412787	5.35509512767412	10.5605800598096	10.5412208457431	10.5098512291235	10.5355698061469	10.5809868315032	10.6084343118007	10.5706054602401	0.186	1	1
EEF1B2	ENSG00000114942|ENSG00000283391	eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]	0	PF00736|PF10587	EF1_GNE|EF-1_beta_acid	EF-1 guanine nucleotide exchange domain|Eukaryotic elongation factor 1 beta central acidic region	1.44682461617857	0.577085416851852	0	0	0	7.85629479305443	7.86434712310227	7.93205821770963	7.47974793436622	7.57241980676597	7.83090177526981	9.01684727891751	6.41869750486595	6.01662642502898	5.96983336613772	4.42905423946143	9.52611435060942	9.54811431872367	9.46706274446021	9.56242574785254	9.56394772100409	9.50257815896774	9.57452676190329	0.753	0	0
EEF1D	ENSG00000104529|ENSG00000273594	eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]	0	PF00736|PF10587	EF1_GNE|EF-1_beta_acid	EF-1 guanine nucleotide exchange domain|Eukaryotic elongation factor 1 beta central acidic region	0.653909199285714	0.390879759259259	1.06549196666667	0	0.1561071025	4.20813484187685	4.22178430027756	5.60167869064957	4.3380321309697	4.13528038927171	4.35610858774842	5.84209384149458	3.66247783913058	3.85982018868322	3.70561374056084	1.66375528726092	9.27199883903748	9.18672003383474	9.08725867163178	9.1833978026164	9.17558221602705	9.19285328584152	9.19550123949722	0.838	1	0
EEF1E1	ENSG00000124802	eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]	0	PF00043	GST_C	Glutathione S-transferase, C-terminal domain	0.237771218808929	0.0789677860351852	0	0	0	3.39026046015511	3.48559620508229	4.24814010546953	3.60852540589573	3.29519550700957	4.23044897620751	3.61519262452525	2.69352276692348	1.54552968839423	1.42588106863639	1.48502150082915	8.57400810065684	8.44042402969291	8.41484941013355	8.36825548900657	8.4508720967658	8.4766429843374	8.44323291274071	0.916	0	0
EEF1G	ENSG00000254772	eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]	0	PF02798|PF00647|PF00043	GST_N|EF1G|GST_C	Glutathione S-transferase, N-terminal domain|Elongation factor 1 gamma, conserved domain|Glutathione S-transferase, C-terminal domain	1.16074166142857	1.17474704240741	0.057391643	0	0.00365789465	8.77719941481391	8.81067605766314	9.41681546883737	8.5147613871706	8.41129488534587	8.83857050129957	10.3881895371561	0	0	0	0	10.0077020732048	9.9460402315281	9.89278567615134	9.92218830187535	9.99575821159124	9.97712364045338	9.95390701121528	0.173	0	0
EEF2	ENSG00000167658	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]	1	PF00009|PF00679|PF14492|PF03764|PF03144	GTP_EFTU|EFG_C|EFG_II|EFG_IV|GTP_EFTU_D2	Elongation factor Tu GTP binding domain|Elongation factor G C-terminus|Elongation Factor G, domain II|Elongation factor G, domain IV|Elongation factor Tu domain 2	1.38313405464286	1.11174012648148	0.0350595233333333	0	0.148222043	8.93959096738324	8.73989872032186	10.0248446242212	9.62255704041432	8.60752266026558	8.82868235131274	10.385786921348	8.28814185382964	7.98066321132663	7.71337486819834	6.58246344910039	10.1403345651062	10.046400311373	9.95481198126527	10.0571156820685	10.0800267342589	10.12031193608	10.1128260216366	0.172	1	0
