"Ensembl ID","HGNC ID","Gene name","Gene description","Gene ID","UniProt AC","UniProt ID","Domain","GeneTag","GeneDesc","Function","Modification","PMID Function","Complex name","Target","Specific target","Product","PMID target","Comment","Excitatory Expression","Inhibitory Expression","Astrocyte Expression","Microglia Expression","Oligodendrocyte Expression","Amygdala expression","Basal ganglia expression","Cerebellum expression","Cortex expression","Hippocampus expression","Hypothalamus expression","Non-brain expression","Accelerated dorsal expression (D2)","NPC expression (D15)","Neural rosette expression (D21)","Neuron expression (D77)","LOEUF","Synapse localization","Autism susceptibility","predictions"
"ENSG00000135655","HGNC:12613","USP15","ubiquitin specific peptidase 15","9958","Q9Y4E8","UBP15_HUMAN","DUSP PF06337 27-119, UCH PF00443 288-930, USP7_C2 PF14533 459-614, Ubiquitin_3 PF14836 135-222","USP","Ubiquitin-specific peptidases","Histone modification erase","Histone ubiquitination","24526689","#","histone","H2BK120ub","H2BK120","24526689","Enhanced Usp15 binding to ubH2B facilitates deubiquitination of ubH2B in free histones but not in nucleosomes.",7.26232773035714,6.2956852462963,1.28036416666667,4.469007,1.67528015,1.45879669312545,1.63304054865711,3.29261317960236,1.93170574671164,1.59419499817631,1.81798746645334,3.35897429324011,0.974692649134723,0.699019161749808,0.849403464138838,1.36219316622016,0.211,0,1,0.683789173290257
"ENSG00000132780","HGNC:7644","NASP","nuclear autoantigenic sperm protein (histone-binding)","4678","P49321","NASP_HUMAN","SHNi-TPR PF10516 542-579, TPR_1 PF00515 584-617","TTC","Tetratricopeptide (TTC) repeat domain containing","Chromatin remodeling","#","8724350","#","histone","H1","#","8724350","Binds to linker H1 histones, but not to core histones.",5.88867494464286,5.28374507222222,5.22693086666667,0.2705516,5.2852055,4.53580413827031,4.3819996962564,5.65398863946658,4.65066117758354,4.64182922267321,4.67693307919541,5.41762301531637,4.86870108723333,3.83984677237734,4.1552422403108,1.85628374356901,0.276,0,0,0.68357739770025
"ENSG00000119042","HGNC:21637","SATB2","SATB homeobox 2","23314","Q9UPW6","SATB2_HUMAN","CUT PF02376 352-437 474-560, Homeobox PF00046 615-672, Pfam-B_8103 PB008103 1-268","CUT","Homeoboxes / CUT class","Chromatin remodeling cofactor","#","18255031","#","chromatin","#","#","#","Cromatin remodeling in mouse. UniProt: Acts as a docking site for several chromatin remodeling enzymes and also by recruiting corepressors (HDACs) or coactivators (HATs) directly to promoters and enhancers.",8.1594678125,0.0117412373981481,0.02224043,0,0.1019892943,0.931909181312772,0.856360286830933,0.677529439972819,3.40295951448678,1.51992932209933,1.0096266539129,1.68791619473748,0.0884538469068616,0.178115894908302,0.159616734056533,0.0215039284786224,0.091,0,1,0.681981909550091
"ENSG00000120733","HGNC:1337","KDM3B","lysine (K)-specific demethylase 3B","51780","Q7LBC6","KDM3B_HUMAN","JmjC PF02373 1594-1704, Pfam-B_16202 PB016202 1548-1593, Pfam-B_16670 PB016670 1497-1546, Pfam-B_19299 PB019299 351-469, Pfam-B_22020 PB022020 711-779, Pfam-B_3525 PB003525 571-639, Pfam-B_38652 PB038652 1-39, Pfam-B_6147 PB006147 471-569, Pfam-B_7111 PB007111 781-839","KDM","Chromatin-modifying enzymes / K-demethylases","Histone modification erase","Histone methylation","16603237","#","histone","H3K9me1, H3K9me2","H3K9","16603237","A JmjC domain-containing protein (KDM3B=JmjC domain-containing histone demethylation protein 2B), JHDM2A, which specifically demethylates mono- and dimethyl-H3K9.",4.13801596071429,2.88269952851852,2.24531853333333,0.62624556,0.9109424,3.88903541071394,3.97886830332803,5.39177974694627,4.26448388651831,3.77394359406561,3.93312880908928,5.21861069965257,3.42180057323277,3.4992307618517,3.47792256433981,2.2337150583618,0.06,0,1,0.68103272907223
"ENSG00000109685","HGNC:12766","WHSC1","Wolf-Hirschhorn syndrome candidate 1","7468","O96028","NSD2_HUMAN","HMG_box PF00505 455-508, PHD PF00628 833-875, PWWP PF00855 220-332 878-968, SET PF00856 1074-1180","PHF","Zinc fingers, PHD-type","Histone modification write","Histone methylation","18172012","#","histone","H3K27","H3K27me","18172012","Multiple-myeloma-related WHSC1/MMSET isoform RE-IIBP is a histone methyltransferase with transcriptional repression activity.",5.32172659107143,3.70532094703704,1.2228288,0.04312611,0.6167794,2.73032258244021,2.66738578777304,4.28978652206104,3.14975524734117,2.65307607244493,2.86150482368643,3.12231324255701,2.38577968552457,3.04968736876428,3.12113846363874,2.01899484188199,0.119,0,1,0.680640563817083
"ENSG00000120616","HGNC:19876","EPC1","enhancer of polycomb homolog 1 (Drosophila)","80314","Q9H2F5","EPC1_HUMAN","EPL1 PF10513 6-149, E_Pc_C PF06752 582-836","#","#","Polycomb group (PcG) protein","#","14966270","NuA4, Piccolo_NuA4, NuA4-related complex","histone","#","#","14966270","The Enhancer of Polycomb homology domain of human EPC1, like Epl1 in yeast (7), is a conserved functional key for histone acetylation since it bridges the MYST HAT with the ING protein to enable potent nucleosome histone acetyltransferase activity.",5.98486979464286,5.29048657407407,3.86048903333333,1.0889502,1.490738685,2.73491767842283,2.94623958655853,5.0642987073554,3.05925489467075,2.83502867894108,3.01864129502494,4.30442342609037,1.1023144870623,0.976796230950445,1.2086977215661,1.56435118139648,0.125,0,0,0.679862644821098
"ENSG00000164190","HGNC:28862","NIPBL","Nipped-B homolog (Drosophila)","25836","Q6KC79","NIPBL_HUMAN","Cohesin_HEAT PF12765 1794-1835, Nipped-B_C PF12830 2274-2457, Pfam-B_338 PB000338 1292-1355, Pfam-B_4450 PB004450 1859-2018, Pfam-B_5032 PB005032 2020-2194","#","#","Histone modification erase cofactor","Histone acetylation","25255084, 18854353","#","#","#","#","#","Probably involved in cohesin loading and promoter-enhancer interaction. Attracts histone deacetylases.",7.34288454821429,7.04212605740741,3.87777326666667,6.354679,6.29645865,2.48684563815091,2.66923317409038,4.22758321468176,2.75591305403952,2.52861382399104,2.67871646545081,4.20469633540386,2.30444970064015,2.25254476877295,2.26186148195875,1.97009871934126,0.032,0,1,0.679566678202742
"ENSG00000182568","HGNC:10541","SATB1","SATB homeobox 1","6304","Q01826","SATB1_HUMAN","CUT PF02376 362-448 485-571, Homeobox PF00046 645-702, Pfam-B_9146 PB009146 141-299","CUT","Homeoboxes / CUT class","Chromatin remodeling cofactor","#","15713622, 24055346, 12374985, 12374985, 24055346","#","chromatin","#","#","#","Acts as a docking site for several chromatin remodeling enzymes and also by recruiting corepressors (HDACs) or coactivators (HATs) directly to promoters and enhancers. Forms chromatin loops. SATB1 also targets ACF1 and ISWI, subunits of CHRAC and ACF nucleosome mobilizing complexes. SAFB1 is a component of the DNA damage response and shows that SAFB1 cooperates with histone acetylation to allow for efficient γH2AX spreading.",6.97307080142857,2.81221874306481,0.0247744033333333,0,0,3.32066807203663,2.92650427347608,4.14694435119626,4.28129023236996,2.98309758184456,3.09805567135814,3.48594198341242,0.89333160033987,1.08628654657906,1.03451131393568,0.197973671789232,0.293,0,1,0.678465801320675
"ENSG00000106829","HGNC:11840","TLE4","transducin-like enhancer of split 4","7091","Q04727","TLE4_HUMAN","TLE_N PF03920 8-141, WD40 PF00400 480-514 526-561 568-605 609-647 692-729 739-770","WDR","WD repeat domain containing","Histone modification erase cofactor, TF","#","24190972","#","histone","H3ac, H4ac","#","24190972","Tle4 is the transcriptional repressor responsible for the establishment of the epigenetic repressive marks at the Ifng locus that result in silencing of Ifng gene expression. Tle proteins have been shown to oligomerize, to associate with amino-terminal domains of histone-modifying proteins, and to form higher-order structures as parts of repressive complexes.",4.68736866008929,0.434871716388889,1.04060678666667,1.2124021,5.69173565,2.62135564269665,3.58116562533963,4.50713179946088,2.92617784611928,3.03753685094345,3.23346169060619,3.41260541096948,1.60393167525846,3.34235582795439,2.86023664306509,2.3906225684878,0.15,0,0,0.675391791473747
"ENSG00000156650","HGNC:17582","KAT6B","K(lysine) acetyltransferase 6B","23522","Q8WYB5","KAT6B_HUMAN","Linker_histone PF00538 106-175, MOZ_SAS PF01853 773-960, PHD PF00628 271-320, Pfam-B_6470 PB006470 1604-1717","KAT, ZC2HC, PHF","Chromatin-modifying enzymes / K-acetyltransferases, Zinc fingers, C2HC-type containing, Zinc fingers, PHD-type","Histone modification write","Histone acetylation","10497217","MOZ/MORF","histone","H3","H3ac","10497217","A novel human histone acetyltransferase, termed MORF=KAT6B (monocytic leukemia zinc finger protein-related factor).",6.0618986,5.34260467962963,3.0789442,0.42175844,0.737388,2.23289095571759,2.34838257410599,3.63287890469456,2.55362837243421,2.29199541338848,2.37909967905948,3.29929008937072,1.28670136549578,0.786425577329072,0.932640726159586,1.45057846585161,0.128,0,1,0.674960159190631
"ENSG00000118058","HGNC:7132","KMT2A","lysine (K)-specific methyltransferase 2A","4297","Q03164","KMT2A_HUMAN","FYRC PF05965 3666-3749, FYRN PF05964 2023-2073, PHD PF00628 1481-1533 1568-1627, Pfam-B_11202 PB011202 1021-1086, SET PF00856 3840-3945, zf-CXXC PF02008 1147-1194, zf-HC5HC2H PF13771 1900-1978","KMT, PHF","Chromatin-modifying enzymes / K-methyltransferases, Zinc fingers, PHD-type","Histone modification write","Histone methylation","19187761","MLL-HCF, CHD8, COMPASS-like MLL1,2","histone","H3K4","H3K4me","19187761","MLL1 SET domain can incorporate methyl groups into unmodified or H3K4me1 substrates, signifying both mono- and dimethylation activity.",7.4750693875,7.86352025740741,4.70671433333333,0.677242,3.7653108,2.72465245432593,2.92603548548141,5.11569291194785,3.27882632178504,2.75483834282824,3.12920552153002,3.96925181554661,1.49376194669568,1.63360602328373,1.23186978748797,1.12420345625929,0.065,0,1,0.674604319406133
"ENSG00000121741","HGNC:12989","ZMYM2","zinc finger, MYM-type 2","7750","Q9UBW7","ZMYM2_HUMAN","DUF3504 PF12012 1190-1361, Pfam-B_10252 PB010252 941-1179, Pfam-B_2297 PB002297 1-159, zf-FCS PF06467 323-363 365-409 417-456 459-502 528-570 576-616 631-671 719-758 760-799","ZMYM","Zinc fingers, MYM type","Histone modification erase cofactor, TF","Histone acetylation","12493763","BHC, LSD-CoREST","DNA","DNA motif","#","12493763","A family of HDAC1,2-associated complexes includes proteins with a putative role in DNA binding such as ZNF261/XFIM (=ZMYM3), ZNF198/FIM (=ZMYM2), and ZNF217.",7.28056991428571,6.4634084962963,4.0615017,1.3257474,5.513392,3.13540845603207,3.42260573846697,4.28268814069172,3.65491666448487,3.32397238739426,3.48091134604775,4.46911103573766,3.32657353672004,3.07369229879496,3.00032050047455,2.38643874326689,0.332,0,1,0.673065844349091
"ENSG00000134852","HGNC:2082","CLOCK","clock circadian regulator","9575","O15516","CLOCK_HUMAN","HLH PF00010 35-85, PAS PF00989 109-188, PAS_11 PF14598 273-381, Pfam-B_3081 PB003081 721-839, Pfam-B_7827 PB007827 571-719, Pfam-B_8264 PB008264 382-429","KAT, bHLH","Chromatin-modifying enzymes / K-acetyltransferases, Basic helix-loop-helix proteins","Histone modification write","Histone acetylation","#","#","histone","H3, H4","#","#","Acetylates primarily histones H3 and H4. (Annotated by similarity.)",6.23024996964286,5.34447793148148,0.407324516666667,0.13153026,1.2732373,2.22075403250339,2.25464997207949,3.97358372538295,2.64371306732768,2.20019044429998,2.44767440334589,3.26302689177755,1.22888192518412,1.11705530865236,1.14258012183797,1.27057361951187,0.247,0,0,0.67261577036625
"ENSG00000036549","HGNC:24523","ZZZ3","zinc finger, ZZ-type containing 3","26009","Q8IYH5","ZZZ3_HUMAN","Myb_DNA-binding PF00249 652-703, Pfam-B_19065 PB019065 361-439, Pfam-B_22505 PB022505 211-359, ZZ PF00569 817-865","ZZZ","Zinc fingers, ZZ-type","Histone modification read","#","19103755","ATAC","histone","#","#","19103755","The SANT domain of c-Myb has been shown to bind histone H3 tails and position them for acetylation (35). Moreover, the SANT domains in ADA2a and ZZZ3/ATAC1 might enable the complex to associate with nucleosome tails in order to potentiate the catalytic activities of GCN5 and ATAC2, similar to what has been shown for the SANT domains in yeast Ada2 and Swi3.",6.03814398392857,4.92541506851852,1.60386653333333,0.21076512,4.86444115,2.33433085785982,2.41680461969592,3.04812717713421,2.498061900404,2.47246697570867,2.61688931638668,3.47785862434737,2.33088449846277,2.10212159815468,2.26879220348737,2.02963530818132,0.177,0,0,0.672372694033715
"ENSG00000196367","HGNC:12347","TRRAP","transformation/transcription domain-associated protein","8295","Q9Y4A5","TRRAP_HUMAN","FAT PF02259 2849-3204, PI3_PI4_kinase PF00454 3526-3783, Pfam-B_11387 PB011387 1471-1587, Pfam-B_12811 PB012811 141-238, Pfam-B_15427 PB015427 1-139, Pfam-B_3253 PB003253 1858-1890 1946-2001, Pfam-B_6491 PB006491 1589-1667, Pfam-B_6680 PB006680 2445-2544","#","#","Histone modification write cofactor","Histone acetylation","14966270","SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA","histone","#","#","14966270","The complex(es) contain(s) other subunits shared with NuA4, including TRRAP, p400/hDomino, Brd8.",4.50255368035714,3.29731201296296,1.39032396666667,0.27613878,0.768101025,2.35793479583157,2.73603547745003,4.5957811210779,2.99148103055023,2.48404787935921,2.69120360249102,3.95441037183394,1.78694565440925,1.76861886642895,1.50058132833775,0.980229327864857,0.06,0,1,0.670843019764571
"ENSG00000189079","HGNC:18037","ARID2","AT rich interactive domain 2 (ARID, RFX-like)","196528","Q68CP9","ARID2_HUMAN","ARID PF01388 10-101, Pfam-B_11884 PB011884 1660-1747, Pfam-B_14804 PB014804 1051-1098, Pfam-B_649 PB000649 1529-1658, Pfam-B_6603 PB006603 1239-1268, RFX_DNA_binding PF02257 517-604","ARID","#","Chromatin remodeling cofactor","#","15640446","PBAF","DNA","DNA motif","#","15640446","Extends the role of ARID-containing subunits as components of SWI/SNF-related chromatin-remodeling complexes. Analysis of ARID2 in the DNA pull-down assay (Figure 4) indicates that it binds DNA without sequence specificity, like all other known ARID-containing components of SWI/SNF-related complexes.",4.32360666428571,2.92962227037037,4.037164,2.9034133,3.2357447,1.6040997976321,1.73335000167485,3.51213837490064,1.76696824254852,1.67787802994024,1.87436419082486,3.31272034803831,2.28826454369203,2.10846585181531,2.05187528801123,1.30321322209455,0.096,0,1,0.670157296589144
"ENSG00000117625","HGNC:25594","RCOR3","REST corepressor 3","55758","Q9P2K3","RCOR3_HUMAN","ELM2 PF01448 1-54, Myb_DNA-binding PF00249 288-332","#","#","Histone modification erase cofactor","Histone acetylation","23752268","LSD-CoREST","histone","#","#","23752268","Part of the HDAC interactome.",6.41242146964286,4.26848754814815,0.994208433333333,0.121882774,1.369184975,3.10641365140556,3.425180648648,5.17671969855421,3.48851500895781,3.27456284366521,3.68211255013187,4.59479335699351,0.944058310774262,0.85876207445909,1.01689150336599,1.40434478211538,0.292,0,0,0.669689336445956
"ENSG00000143614","HGNC:30778","GATAD2B","GATA zinc finger domain containing 2B","57459","Q8WXI9","P66B_HUMAN","GATA PF00320 420-454","GATAD","GATA zinc finger domain containing","Histone modification read","#","16415179","NuRD","histone","H2A, H2B, H3, H4","#","16415179","In vitro translated p66α and p66β=GATAD2B showed a strong affinity for all histone tails tested.",5.25520670535714,3.63293743888889,2.17415696666667,0.9617438,3.00272085,2.86496857902246,3.20906027516197,5.02872826419894,3.58738899564592,3.06803616040092,3.14807180813065,3.9728672371079,0.920392808774448,1.15276736176854,0.914899465964018,1.16984032138772,0.097,0,0,0.666895238695147
"ENSG00000173575","HGNC:1917","CHD2","chromodomain helicase DNA binding protein 2","1106","O14647","CHD2_HUMAN","Chromo PF00385 261-344 378-447, DUF4208 PF13907 1455-1555, Helicase_C PF00271 825-905, Pfam-B_19320 PB019320 1231-1309, Pfam-B_761 PB000761 1111-1229, SNF2_N PF00176 487-768","#","#","Chromatin remodeling","#","12592387","#","DNA","#","#","12592387","These proteins have a DNA-binding domain as well as a chromodomain motif that can directly effect chromatin structure and gene transcription. There are currently four known members of this gene family in humans (CHD1–CHD4).",7.13663111428571,6.73952292037037,6.65637006666667,2.1235232,2.4808842,3.32827064683362,3.54652409490848,5.12176350137704,3.70394232156809,3.35921050213637,3.64048211169989,4.72569753694686,1.53656626018628,1.73687389257331,1.75978371203823,1.77061815427352,0.07,0,1,0.666791941128201
"ENSG00000106443","HGNC:22203","PHF14","PHD finger protein 14","9678","O94880","PHF14_HUMAN","PHD PF00628 321-380 727-779, Pfam-B_16803 PB016803 175-216, Pfam-B_19012 PB019012 218-295, zf-HC5HC2H_2 PF13832 383-498","PHF","Zinc fingers, PHD-type","Histone modification read","#","23688586","#","histone","H2A, H2B, H3","H2Aac, H2Bac, H3ac","23688586","PHF14α is bound to histones. Histone H3, H2A, and H2B can be co-immunoprecipitated with GFP-PHF14α, but not with GFP alone, from total cell lysate. Histones H3, H2A, and H2B can be pulled down together with non-tagged exogenous PHF14α using an anti-PHF14 antibody.",7.74131080892857,7.45996104259259,5.55364986666667,1.1945195,4.09346275,3.0346330362297,2.90975678614137,3.63829978377008,3.05725963321709,3.10441214769657,3.23742757972893,3.46135829674356,2.30539756741126,1.98110282440715,2.44335190070244,2.53750436762206,0.395,0,1,0.665697707323713
"ENSG00000146414","HGNC:19336","SHPRH","SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase","257218","Q149N8","SHPRH_HUMAN","Helicase_C PF00271 1545-1622, Linker_histone PF00538 438-512, Pfam-B_11163 PB011163 1-248, SNF2_N PF00176 307-987, zf-C3HC4_2 PF13923 1432-1478","RNF","RING-type (C3HC4) zinc fingers","Histone modification write cofactor","Histone ubiquitination","17130289","#","histone","#","#","17130289","SHPRH associates with PCNA, RAD18, and the ubiquitin-conjugating enzyme UBC13 (E2) and promotes methyl methanesulfonate (MMS)-induced PCNA polyubiquitination.",7.02758636607143,6.64690852037037,2.74317613333333,0.39829183,2.0389582,0.581867969687439,0.672571980226634,2.3545480737608,0.830031356372609,0.644636188360225,0.71836732566306,1.95336209843874,1.47387579773063,1.26548209682904,1.26631419064262,0.761525900779142,0.421,0,0,0.665579906975286
"ENSG00000177189","HGNC:10432","RPS6KA3","ribosomal protein S6 kinase, 90kDa, polypeptide 3","6197","P51812","KS6A3_HUMAN","Pkinase PF00069 68-327 422-679, Pkinase_C PF00433 349-389","#","#","Histone modification write cofactor","Histone phosphorylation","10436156","#","histone","H3S10","H3S10ph","10436156","Is required for EGF-stimulated phosphorylation of CREB1 and histone H3 at 'Ser-10', which results in the subsequent transcriptional activation of several immediate-early genes.",7.13940796071429,5.55360653703704,0.281490516666667,2.348936,0.1417794825,2.57772609833277,2.86109584136927,4.36899877084489,3.17214984439288,2.46438074477746,2.886222357869,4.27964957855709,1.11254489307184,1.95638130688043,1.82138297944686,1.57837365062153,0.087,0,1,0.662889986514924
"ENSG00000171681","HGNC:20092","ATF7IP","activating transcription factor 7 interacting protein","55729","Q6VMQ6","MCAF1_HUMAN","Pfam-B_2570 PB002570 450-518","#","#","Histone modification write cofactor","Histone methylation","14536086","#","histone","#","#","14536086","Promoter H3-K9 trimethylation is the cause of transcriptional repression and that mAM/hAM facilitates conversion of H3-K9 dimethyl to trimethyl by ESET/SETDB1.",5.08151280535714,4.08127156111111,1.9781999,1.9759431,1.7781288,2.36859236587415,2.63068853067513,4.1683171037902,2.52089992465898,2.50326731092745,2.69659481084444,3.85222861096017,3.08728534622587,2.68152436994527,2.63175714322199,1.89547247562189,0.213,0,0,0.661842044556295
"ENSG00000147050","HGNC:12637","KDM6A","lysine (K)-specific demethylase 6A","7403","O15550","KDM6A_HUMAN","JmjC PF02373 1133-1241, Pfam-B_604 PB000604 631-769, Pfam-B_972 PB000972 771-1109, TPR_1 PF00515 130-163 318-351 352-380, TPR_17 PF13431 272-304, TPR_8 PF13181 205-238","KDM, TTC","Chromatin-modifying enzymes / K-demethylases, Tetratricopeptide (TTC) repeat domain containing","Histone modification erase","Histone methylation","17851529","CHD8, MLL2/3, MLL4/WBP7, COMPASS-like MLL3,4","histone","H3K27me2. H3K27me3","H3K27","17851529","The JmjC-domain-containing proteins UTX=KDM6A and JMJD3 catalyse demethylation of H3K27me3/2.",4.63597562142857,3.20751402962963,2.77581043333333,1.8897333,3.9800297,1.87373446796856,1.95262058566755,3.65213653439442,2.11941594222461,1.97263016649639,2.02444025338828,3.56301165646584,2.70696398323959,2.09990131918412,1.81758226611834,1.84294015498076,0.161,0,1,0.660988283295813
"ENSG00000128908","HGNC:26956","INO80","INO80 complex subunit","54617","Q9ULG1","INO80_HUMAN","DBINO PF13892 270-410, Helicase_C PF00271 1135-1214, Pfam-B_16799 PB016799 1435-1475, SNF2_N PF00176 521-822","INO80","INO80 complex subunits","Chromatin remodeling","#","16298340","Ino80","DNA","#","#","16298340","The proteins belonging to SWI2/SNF2 family of DNA dependent ATPases are important members of the chromatin remodeling complexes that are implicated in epigenetic control of gene expression. Functional activity of the domains from hINO80 gene both in terms of the DNA dependent ATPase as well as DNA binding activity.",4.05353799107143,2.74114816962963,0.870529993333333,0.44877225,0.7185689,2.53562002679368,2.72933958604342,4.71164632661817,2.98473516182286,2.64653595805335,2.77840624993074,4.24809455267255,1.95852841228491,1.07013826171988,1.5622757293057,1.23973390447298,0.081,0,0,0.66026768471035
"ENSG00000109819","HGNC:9237","PPARGC1A","peroxisome proliferator-activated receptor gamma, coactivator 1 alpha","10891","Q9UBK2","PRGC1_HUMAN","Pfam-B_19319 PB019319 241-286, RRM_1 PF00076 679-742","RBM","RNA binding motif (RRM) containing","Histone modification cofactor","#","10558993","#","histone","#","#","#","PPARgamma coactivator-1 (PGC-1) promotes transcription through the assembly of a complex that includes the histone acetyltransferases steroid receptor coactivator-1 (SRC-1). Promotes transcription through the assembly of a complex that includes HAT p300.",9.06200563392857,7.87397465925926,4.7379109,0.27996442,0.36799735,1.63683571705672,1.85426300986344,2.89089509393595,2.42348673913511,1.55481966441965,1.82633899530387,1.84332061451525,0.0628730126894856,0.161619565766382,0.161943828752209,0.998879899691363,0.267,0,0,0.65913566102892
"ENSG00000036257","HGNC:2553","CUL3","cullin 3","8452","Q13618","CUL3_HUMAN","Cullin PF00888 34-666, Cullin_Nedd8 PF10557 695-762","#","#","Histone modification write","Histone ubiquitination","15897469","#","histone","MACROH2A","#","15897469","E3 ubiquitin ligase consisting of SPOP and CULLIN3=CUL3 is able to ubiquitinate the Polycomb group protein BMI1 and the variant histone MACROH2A.",5.65180336964286,4.58434078703704,1.40324606666667,0.43076512,1.61078028,3.03443231466592,3.13978134672115,4.41517387259876,3.60542321666882,3.00058417320447,3.35117883018327,4.10845754763054,2.3966115185345,2.41079134678745,2.41514586618043,2.37625696893099,0.228,1,1,0.659095636282777
"ENSG00000139687","HGNC:9884","RB1","retinoblastoma 1","5925","P06400","RB_HUMAN","DUF3452 PF11934 105-229, RB_A PF01858 373-573, RB_B PF01857 645-766, Rb_C PF08934 768-927","ENDOLIG","Endogenous ligands","Chromatin remodeling, Histone modification write","Histone ubiquitination","19149898","CREST-BRG1, L3MBTL1","histone","#","#","19149898","Hypophosphorylated pRb can repress gene transcription at least partly by remodeling chromatin structure through its interactions with proteins such as HDAC1, BRM and BRG1.",5.64121298392857,3.77966851296296,1.41524903333333,6.020695,0.95183355,2.90806543268314,3.07400270040056,4.15237003232802,3.09624160930027,2.99073163370665,3.32810976482561,4.16686002853828,1.56932667132494,2.2760678515327,2.33420124380825,1.42557434636471,0.126,0,0,0.657029372265936
"ENSG00000117713","HGNC:11110","ARID1A","AT rich interactive domain 1A (SWI-like)","8289","O14497","ARI1A_HUMAN","ARID PF01388 1015-1104, DUF3518 PF12031 1975-2231, Pfam-B_16906 PB016906 451-499, Pfam-B_1854 PB001854 281-379","ARID","#","Chromatin remodeling cofactor","#","18448678","BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, WINAC, bBAF, SWI/SNF BRM-BRG1","DNA","DNA motif","#","18448678","BAF250a=ARID1A mediated chromatin remodeling plays a critical role in maintaining a particular chromatin configuration of its target genes that is essential for ES pluripotency and mesoderm formation.",4.35072494107143,4.07695615,5.2022708,1.4858719,2.40765525,3.35312564816774,3.4336819096803,4.99533752835254,3.72245509492181,3.22885100650286,3.46268057909416,4.7651315840689,1.85203828497615,1.83092710067324,1.39712910682857,1.26662590618279,0.071,0,0,0.655958450645378
"ENSG00000141867","HGNC:13575","BRD4","bromodomain containing 4","23476","O60885","BRD4_HUMAN","Bromodomain PF00439 67-152 357-445, Pfam-B_14896 PB014896 1187-1263, Pfam-B_15118 PB015118 509-647, Pfam-B_18611 PB018611 648-667, Pfam-B_24632 PB024632 833-892, Pfam-B_29595 PB029595 1283-1311, Pfam-B_35798 PB035798 1136-1185, Pfam-B_361 PB000361 1324-1357","#","#","Histone modification read","#","12840145","#","histone","H3K9, H3K14, H4K5, H4K12","#","12840145","Brd4 avidly binds to di- and tetraacetylated histone H4 and diacetylated H3, but weakly or not at all to mono- and unacetylated H3 and H4.",4.5151129875,3.5677059537037,2.21621446666667,1.0617437,0.73452705,3.11489835864198,3.13509729973667,4.86474577700599,3.83384137293594,3.15511127539231,3.39651984375694,4.86289767001989,1.33122254552157,1.32400874627006,0.91265174739432,0.806796727925183,0.048,0,1,0.654638311450121
"ENSG00000197323","HGNC:16290","TRIM33","tripartite motif containing 33","51592","Q9UPN9","TRI33_HUMAN","Bromodomain PF00439 966-1051, PHD PF00628 889-933, Pfam-B_10963 PB010963 664-696, Pfam-B_11449 PB011449 608-663, Pfam-B_11628 PB011628 535-606, zf-B_box PF00643 212-258 271-312, zf-RING_2 PF13639 123-185","TRIM, PHF, RNF","Tripartite motif containing / Tripartite motif containing, Zinc fingers, PHD-type, RING-type (C3HC4) zinc fingers","Histone modification read","#","23926104","#","histone","H3K9me3, H3K18ac","#","23926104","TRIM33 helps recruit SMAD2/3 to chromatin via interaction of its PHD and Bromo domains with histone H3 trimethylated at lysine 9 (H3K9me3) and histone H3 acetylated at lysine 18 (H3K18ac), respectively.",6.71242400357143,5.87811932962963,1.63987296666667,0.43884343,1.7316136,2.90177053327547,2.92240909829802,4.57608067584099,3.09467691981963,2.9166791807823,3.01648562266147,4.07306613384473,2.63800673046697,2.08477442074652,2.25986620495709,2.32248536610589,0.086,0,1,0.654573908650109
"ENSG00000108953","HGNC:12851","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon","7531","P62258","1433E_HUMAN","14-3-3 PF00244 4-239","#","#","Histone modification erase cofactor","Histone acetylation","10869435","#","histone","#","#","10869435","Regulation of histone deacetylase 4 and 5 and transcriptional activity by 14-3-3-dependent (=YWHAE) cellular localization.",5.38870554107143,4.54027366296296,3.8430761,0.5658541,2.4318917,8.84712940072178,8.75447834659756,9.04617043658474,8.91910167955939,8.69087799146557,8.84746769608853,8.02809392161484,5.77941985272575,5.66406251346744,5.85660066827437,5.88186773239768,0.235,1,1,0.654201437024242
"ENSG00000074657","HGNC:30940","ZNF532","zinc finger protein 532","55205","Q9HCE3","ZN532_HUMAN","Pfam-B_17557 PB017557 601-719, Pfam-B_19362 PB019362 831-959, zf-C2H2 PF00096 1265-1286","ZNF","Zinc fingers, C2H2-type","Histone modification erase cofactor","Histone acetylation","25123934","#","histone","#","#","#","A member of NuRD complex.",5.75344506964286,5.36151333888889,4.83397866666667,0.1707624,3.4613655,3.81437610009668,4.01486407464728,6.32801692630731,4.0370043656631,3.95404737934092,3.98755735392927,4.50105055244318,2.93461176736673,2.57743824642097,2.8272588669117,2.4166840993625,0.296,0,0,0.652862966318092
