"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"EEF1B2","ENSG00000114942|ENSG00000283391","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]",0,"PF00736|PF10587","EF1_GNE|EF-1_beta_acid","EF-1 guanine nucleotide exchange domain|Eukaryotic elongation factor 1 beta central acidic region"
"EEF1D","ENSG00000104529|ENSG00000273594","eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]",0,"PF00736|PF10587","EF1_GNE|EF-1_beta_acid","EF-1 guanine nucleotide exchange domain|Eukaryotic elongation factor 1 beta central acidic region"
"EEF1E1","ENSG00000124802","eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]",0,"PF00043","GST_C","Glutathione S-transferase, C-terminal domain"
"EEF1G","ENSG00000254772","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]",0,"PF02798|PF00647|PF00043","GST_N|EF1G|GST_C","Glutathione S-transferase, N-terminal domain|Elongation factor 1 gamma, conserved domain|Glutathione S-transferase, C-terminal domain"
"EEF2","ENSG00000167658","eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]",1,"PF00009|PF00679|PF14492|PF03764|PF03144","GTP_EFTU|EFG_C|EFG_II|EFG_IV|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Elongation factor G C-terminus|Elongation Factor G, domain II|Elongation factor G, domain IV|Elongation factor Tu domain 2"
"EEF2K","ENSG00000103319","eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]",0,"PF02816|PF08238","Alpha_kinase|Sel1","Alpha-kinase family|Sel1 repeat"
"EEFSEC","ENSG00000132394","eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]",1,"PF00009","GTP_EFTU","Elongation factor Tu GTP binding domain"
"EFHD2","ENSG00000142634","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]",0,"PF13499","EF-hand_7","EF-hand domain pair"
"EFL1","ENSG00000140598","elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]",1,"PF14492|PF00679|PF00009","EFG_II|EFG_C|GTP_EFTU","Elongation Factor G, domain II|Elongation factor G C-terminus|Elongation factor Tu GTP binding domain"
"EFTUD2","ENSG00000108883","elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]",1,"PF00009|PF03144|PF03764|PF00679|PF14492|PF16004","GTP_EFTU|GTP_EFTU_D2|EFG_IV|EFG_C|EFG_II|EFTUD2","Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2|Elongation factor G, domain IV|Elongation factor G C-terminus|Elongation Factor G, domain II|116 kDa U5 small nuclear ribonucleoprotein component N-terminus"
"EHD1","ENSG00000110047","EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]",0,"PF00350|PF16880|PF12763","Dynamin_N|EHD_N|EF-hand_4","Dynamin family|N-terminal EH-domain containing protein|Cytoskeletal-regulatory complex EF hand"
"EHMT1","ENSG00000181090","euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]",0,"PF00856|PF05033|PF13637|PF12796","SET|Pre-SET|Ank_4|Ank_2","SET domain|Pre-SET motif|Ankyrin repeats (many copies)|Ankyrin repeats (3 copies)"
"EHMT2","ENSG00000204371|ENSG00000206376|ENSG00000224143|ENSG00000227333|ENSG00000232045|ENSG00000236759|ENSG00000238134","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]",0,"PF05033|PF00856|PF12796","Pre-SET|SET|Ank_2","Pre-SET motif|SET domain|Ankyrin repeats (3 copies)"
"EIF1","ENSG00000173812","eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]",0,"PF01253","SUI1","Translation initiation factor SUI1"
"EIF1AD","ENSG00000175376","eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]",0,"PF01176","eIF-1a","Translation initiation factor 1A / IF-1"
"EIF1AX","ENSG00000173674","eukaryotic translation initiation factor 1A, X-linked [Source:HGNC Symbol;Acc:HGNC:3250]",0,"PF01176","eIF-1a","Translation initiation factor 1A / IF-1"
"EIF1AY","ENSG00000198692","eukaryotic translation initiation factor 1A, Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]",0,"PF01176","eIF-1a","Translation initiation factor 1A / IF-1"
"EIF1B","ENSG00000114784","eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]",0,"PF01253","SUI1","Translation initiation factor SUI1"
"EIF2A","ENSG00000144895","eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254]",0,"PF08662","eIF2A","Eukaryotic translation initiation factor eIF2A"
"EIF2AK1","ENSG00000086232","eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]",0,"PF00069","Pkinase","Protein kinase domain"
"EIF2AK2","ENSG00000055332","eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]",1,"PF00035|PF00069","dsrm|Pkinase","Double-stranded RNA binding motif|Protein kinase domain"
"EIF2AK3","ENSG00000172071","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]",0,"PF00069","Pkinase","Protein kinase domain"
"EIF2AK4","ENSG00000128829","eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]",0,"PF00069|PF05773|PF12745|PF13393","Pkinase|RWD|HGTP_anticodon2|tRNA-synt_His","Protein kinase domain|RWD domain|Anticodon binding domain of tRNAs|Histidyl-tRNA synthetase"
"EIF2B1","ENSG00000111361","eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]",0,"PF01008","IF-2B","Initiation factor 2 subunit family"
"EIF2B2","ENSG00000119718","eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]",0,"PF01008","IF-2B","Initiation factor 2 subunit family"
"EIF2B3","ENSG00000070785","eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]",0,"PF00483","NTP_transferase","Nucleotidyl transferase"
"EIF2B4","ENSG00000115211","eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]",0,"PF01008","IF-2B","Initiation factor 2 subunit family"
"EIF2B5","ENSG00000145191","eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261]",0,"PF02020|PF00132","W2|Hexapep","eIF4-gamma/eIF5/eIF2-epsilon|Bacterial transferase hexapeptide (six repeats)"
"EIF2D","ENSG00000143486","eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]",0,"PF01253","SUI1","Translation initiation factor SUI1"
"EIF2S1","ENSG00000134001","eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]",1,"PF00575|PF07541","S1|EIF_2_alpha","S1 RNA binding domain|Eukaryotic translation initiation factor 2 alpha subunit"
"EIF2S2","ENSG00000125977","eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]",0,"PF01873","eIF-5_eIF-2B","Domain found in IF2B/IF5"
"EIF2S3","ENSG00000130741","eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]",1,"PF09173|PF00009|PF03144","eIF2_C|GTP_EFTU|GTP_EFTU_D2","Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2"
"EIF2S3L","ENSG00000180574","Putative eukaryotic translation initiation factor 2 subunit 3-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q2VIR3]",1,"PF03144|PF09173|PF00009","GTP_EFTU_D2|eIF2_C|GTP_EFTU","Elongation factor Tu domain 2|Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain"
"EIF3A","ENSG00000107581","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]",0,"PF01399","PCI","PCI domain"
"EIF3B","ENSG00000106263","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]",1,"PF08662|PF00076","eIF2A|RRM_1","Eukaryotic translation initiation factor eIF2A|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF3C","ENSG00000184110","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]",0,"PF05470|PF01399","eIF-3c_N|PCI","Eukaryotic translation initiation factor 3 subunit 8 N-terminus|PCI domain"
"EIF3CL","ENSG00000205609","eukaryotic translation initiation factor 3 subunit C-like [Source:HGNC Symbol;Acc:HGNC:26347]",0,"PF05470|PF01399","eIF-3c_N|PCI","Eukaryotic translation initiation factor 3 subunit 8 N-terminus|PCI domain"
"EIF3D","ENSG00000100353","eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]",0,"PF05091",NA,NA
"EIF3E","ENSG00000104408","eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]",0,"PF01399|PF09440","PCI|eIF3_N","PCI domain|eIF3 subunit 6 N terminal domain"
"EIF3G","ENSG00000130811","eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]",1,"PF00076|PF12353","RRM_1|eIF3g","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Eukaryotic translation initiation factor 3 subunit G"
"EIF3H","ENSG00000147677","eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]",0,"PF01398","JAB","JAB1/Mov34/MPN/PAD-1 ubiquitin protease"
"EIF3I","ENSG00000084623","eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]",1,"PF00400","WD40","WD domain, G-beta repeat"
"EIF3J","ENSG00000104131","eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]",0,"PF08597","eIF3_subunit","Translation initiation factor eIF3 subunit"
"EIF3K","ENSG00000178982|ENSG00000282986","eukaryotic translation initiation factor 3 subunit K [Source:HGNC Symbol;Acc:HGNC:24656]",0,"PF10075","CSN8_PSD8_EIF3K","CSN8/PSMD8/EIF3K family"
"EIF3L","ENSG00000100129","eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]",0,"PF10255","Paf67","RNA polymerase I-associated factor PAF67"
"EIF3M","ENSG00000149100","eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]",0,"PF01399","PCI","PCI domain"
"EIF4A1","ENSG00000161960","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4A2","ENSG00000156976","eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4A3","ENSG00000141543","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4B","ENSG00000063046","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF4E","ENSG00000151247","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]",0,"PF01652","IF4E","Eukaryotic initiation factor 4E"
"EIF4E1B","ENSG00000175766","eukaryotic translation initiation factor 4E family member 1B [Source:HGNC Symbol;Acc:HGNC:33179]",0,"PF01652","IF4E","Eukaryotic initiation factor 4E"
"EIF4E2","ENSG00000135930","eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]",0,"PF01652","IF4E","Eukaryotic initiation factor 4E"
"EIF4E3","ENSG00000163412","eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]",0,"PF01652","IF4E","Eukaryotic initiation factor 4E"
"EIF4ENIF1","ENSG00000184708","eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]",0,"PF10477","EIF4E-T","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E"
"EIF4G1","ENSG00000114867","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]",1,"PF02847|PF02020|PF02854","MA3|W2|MIF4G","MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain"
"EIF4G2","ENSG00000110321","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]",1,"PF02847|PF02854|PF02020","MA3|MIF4G|W2","MA3 domain|MIF4G domain|eIF4-gamma/eIF5/eIF2-epsilon"
"EIF4G3","ENSG00000075151","eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]",1,"PF02847|PF02020|PF02854","MA3|W2|MIF4G","MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain"
"EIF4H","ENSG00000106682","eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF5","ENSG00000100664","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]",0,"PF02020|PF01873","W2|eIF-5_eIF-2B","eIF4-gamma/eIF5/eIF2-epsilon|Domain found in IF2B/IF5"
"EIF5A","ENSG00000132507","eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]",0,"PF01287","eIF-5a","Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold"
"EIF5A2","ENSG00000163577","eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]",0,"PF01287","eIF-5a","Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold"
"EIF5AL1","ENSG00000253626","eukaryotic translation initiation factor 5A-like 1 [Source:HGNC Symbol;Acc:HGNC:17419]",0,"PF01287","eIF-5a","Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold"
"EIF5B","ENSG00000158417","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]",1,"PF00009|PF11987|PF03144","GTP_EFTU|IF-2|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Translation-initiation factor 2|Elongation factor Tu domain 2"
"EIF6","ENSG00000242372","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]",0,"PF01912","eIF-6","eIF-6 family"
"ELAC1","ENSG00000141642","elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197]",0,"PF00753|PF12706","Lactamase_B|Lactamase_B_2","Metallo-beta-lactamase superfamily|Beta-lactamase superfamily domain"
"ELAC2","ENSG00000006744","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]",0,"PF12706|PF13691","Lactamase_B_2","Beta-lactamase superfamily domain"
"ELAVL1","ENSG00000066044","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL2","ENSG00000107105","ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL3","ENSG00000196361","ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL4","ENSG00000162374","ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELP2","ENSG00000134759","elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]",1,"PF00400","WD40","WD domain, G-beta repeat"
"EMD","ENSG00000102119","emerin [Source:HGNC Symbol;Acc:HGNC:3331]",0,"PF03020","LEM","LEM domain"
"EMG1","ENSG00000126749|ENSG00000268439","EMG1, N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:HGNC:16912]",0,"PF03587","EMG1","EMG1/NEP1 methyltransferase"
"EML4","ENSG00000143924","echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]",1,"PF00400|PF03451","WD40|HELP","WD domain, G-beta repeat|HELP motif"
"ENAH","ENSG00000154380","enabled homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18271]",0,"PF08776|PF00568","VASP_tetra|WH1","VASP tetramerisation domain|WH1 domain"
"ENDOG","ENSG00000167136","endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]",0,"PF01223","Endonuclease_NS","DNA/RNA non-specific endonuclease"
"ENDOU","ENSG00000111405","endonuclease, poly(U) specific [Source:HGNC Symbol;Acc:HGNC:14369]",0,"PF09412|PF01033","XendoU|Somatomedin_B","Endoribonuclease XendoU|Somatomedin B domain"
"ENDOV","ENSG00000173818","endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]",0,"PF04493","Endonuclease_5","Endonuclease V"
"ENO1","ENSG00000074800","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]",0,"PF03952|PF00113","Enolase_N|Enolase_C","Enolase, N-terminal domain|Enolase, C-terminal TIM barrel domain"
"ENOX1","ENSG00000120658","ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ENOX2","ENSG00000165675","ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ENSA","ENSG00000143420","endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]",0,"PF04667",NA,NA
"EP300","ENSG00000100393","E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]",0,"PF09030|PF08214|PF02172|PF02135|PF00569|PF00439|PF06001","Creb_binding|HAT_KAT11|KIX|zf-TAZ|ZZ|Bromodomain|DUF902","Creb binding|Histone acetylation protein|KIX domain|TAZ zinc finger|Zinc finger, ZZ type|Bromodomain|Domain of Unknown Function (DUF902)"
"EP400","ENSG00000183495","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]",1,"PF07529|PF15790|PF00176|PF00271","HSA|SNF2_N|Helicase_C","HSA|SNF2 family N-terminal domain|Helicase conserved C-terminal domain"
"EPB41","ENSG00000159023","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]",0,"PF08736|PF09379|PF00373|PF05902|PF09380|PF04382","FERM_N|FERM_M|FERM_C","FERM N-terminal domain|FERM central domain|FERM C-terminal PH-like domain"
"EPB41L2","ENSG00000079819","erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]",0,"PF05902|PF00373|PF08736|PF09380|PF09379|PF04382","FERM_M|FERM_C|FERM_N","FERM central domain|FERM C-terminal PH-like domain|FERM N-terminal domain"
"EPPK1","ENSG00000261150","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]",0,"PF00681","Plectin","Plectin repeat"
"EPRS","ENSG00000136628","glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]",0,"PF00587|PF03950|PF00043|PF09180|PF00458|PF00749|PF03129","tRNA-synt_2b|tRNA-synt_1c_C|GST_C|ProRS-C_1|WHEP-TRS|tRNA-synt_1c|HGTP_anticodon","tRNA synthetase class II core domain (G, H, P, S and T)|tRNA synthetases class I (E and Q), anti-codon binding domain|Glutathione S-transferase, C-terminal domain|Prolyl-tRNA synthetase, C-terminal|WHEP-TRS domain|tRNA synthetases class I (E and Q), catalytic domain|Anticodon binding domain"
"EPS15","ENSG00000085832","epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]",0,"PF12763","EF-hand_4","Cytoskeletal-regulatory complex EF hand"
"ERAL1","ENSG00000132591","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"ERC1","ENSG00000082805|ENSG00000283017","ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]",0,"PF10174|PF09457","RBD-FIP","FIP domain"
"ERH","ENSG00000100632","enhancer of rudimentary homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:3447]",0,"PF01133","ER","Enhancer of rudimentary"
"ERI1","ENSG00000104626","exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]",1,"PF00929|PF02037","RNase_T|SAP","Exonuclease|SAP domain"
"ERI2","ENSG00000196678","ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]",1,"PF00929|PF06839","RNase_T","Exonuclease"
"ERI3","ENSG00000117419","ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]",1,"PF00929","RNase_T","Exonuclease"
"ERMP1","ENSG00000099219","endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]",0,"PF04389","Peptidase_M28","Peptidase family M28"
"ERN1","ENSG00000178607","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]",0,"PF00069|PF06479","Pkinase|Ribonuc_2-5A","Protein kinase domain|Ribonuclease 2-5A"
"ERN2","ENSG00000134398","endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942]",0,"PF06479|PF00069","Ribonuc_2-5A|Pkinase","Ribonuclease 2-5A|Protein kinase domain"
"ERO1A","ENSG00000197930","endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]",0,"PF04137","ERO1","Endoplasmic Reticulum Oxidoreductin 1 (ERO1)"
"ERP29","ENSG00000089248","endoplasmic reticulum protein 29 [Source:HGNC Symbol;Acc:HGNC:13799]",0,"PF07749|PF07912","ERp29|ERp29_N","Endoplasmic reticulum protein ERp29, C-terminal domain|ERp29, N-terminal domain"
"ERP44","ENSG00000023318","endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]",0,"PF13848|PF00085","Thioredoxin_6|Thioredoxin","Thioredoxin-like domain|Thioredoxin"
"ESF1","ENSG00000089048","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]",0,"PF08159",NA,NA
"ESPL1","ENSG00000135476","extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]",0,"PF03568",NA,NA
"ESRP1","ENSG00000104413","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]",0,NA,NA,NA
"ESRP2","ENSG00000103067","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]",0,NA,NA,NA
"ESYT1","ENSG00000139641","extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]",0,"PF17047|PF00168","SMP_LBD|C2","Synaptotagmin-like mitochondrial-lipid-binding domain|C2 domain"
"ESYT2","ENSG00000117868","extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]",0,"PF17047|PF00168","SMP_LBD|C2","Synaptotagmin-like mitochondrial-lipid-binding domain|C2 domain"
"ETF1","ENSG00000120705","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]",1,"PF03465|PF03464|PF03463","eRF1_3|eRF1_2|eRF1_1","eRF1 domain 3|eRF1 domain 2|eRF1 domain 1"
"ETFA","ENSG00000140374","electron transfer flavoprotein alpha subunit [Source:HGNC Symbol;Acc:HGNC:3481]",0,"PF00766|PF01012","ETF_alpha|ETF","Electron transfer flavoprotein FAD-binding domain|Electron transfer flavoprotein domain"
"ETFB","ENSG00000105379","electron transfer flavoprotein beta subunit [Source:HGNC Symbol;Acc:HGNC:3482]",0,"PF01012","ETF","Electron transfer flavoprotein domain"
"EWSR1","ENSG00000182944","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]",1,"PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"EXO1","ENSG00000174371","exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]",0,"PF00867|PF00752","XPG_I|XPG_N","XPG I-region|XPG N-terminal domain"
"EXOC3","ENSG00000180104","exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]",0,"PF06046","Sec6","Exocyst complex component Sec6"
"EXOC4","ENSG00000131558","exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]",0,"PF04048",NA,NA
"EXOG","ENSG00000157036","exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]",0,"PF01223","Endonuclease_NS","DNA/RNA non-specific endonuclease"
"EXOSC1","ENSG00000171311","exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]",0,"PF14382|PF10447","ECR1_N|EXOSC1","Exosome complex exonuclease RRP4 N-terminal region|Exosome component EXOSC1/CSL4"
"EXOSC10","ENSG00000171824","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]",0,"PF00570|PF01612|PF08066","HRDC|DNA_pol_A_exo1|PMC2NT","HRDC domain|3'-5' exonuclease|PMC2NT (NUC016) domain"
"EXOSC2","ENSG00000130713","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]",0,"PF15985|PF14382","KH_6|ECR1_N","KH domain|Exosome complex exonuclease RRP4 N-terminal region"
"EXOSC3","ENSG00000107371","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]",0,"PF15985","KH_6","KH domain"
"EXOSC4","ENSG00000178896","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC5","ENSG00000077348","exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]",1,"PF01138|PF03725","RNase_PH|RNase_PH_C","3' exoribonuclease family, domain 1|3' exoribonuclease family, domain 2"
"EXOSC6","ENSG00000223496","exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]",1,"PF01138","RNase_PH","3' exoribonuclease family, domain 1"
"EXOSC7","ENSG00000075914","exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC8","ENSG00000120699","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
