"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"DDX25","ENSG00000109832","DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX27","ENSG00000124228","DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX28","ENSG00000182810","DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX31","ENSG00000125485","DEAD-box helicase 31 [Source:HGNC Symbol;Acc:HGNC:16715]",1,"PF00270|PF13959|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX39A","ENSG00000123136","DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX39B","ENSG00000198563|ENSG00000215425|ENSG00000225073|ENSG00000225859|ENSG00000229496|ENSG00000230624|ENSG00000235439|ENSG00000237889","DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX3X","ENSG00000215301","DEAD-box helicase 3, X-linked [Source:HGNC Symbol;Acc:HGNC:2745]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX3Y","ENSG00000067048","DEAD-box helicase 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX4","ENSG00000152670","DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX41","ENSG00000183258","DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX42","ENSG00000198231","DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX43","ENSG00000080007","DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]",1,"PF00013|PF00270|PF00271","KH_1|DEAD|Helicase_C","KH domain|DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX46","ENSG00000145833","DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX47","ENSG00000213782","DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX49","ENSG00000105671","DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX5","ENSG00000108654","DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]",1,"PF00271|PF00270|PF08061","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX50","ENSG00000107625","DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]",1,"PF00271|PF08152|PF00270","Helicase_C|GUCT|DEAD","Helicase conserved C-terminal domain|GUCT (NUC152) domain|DEAD/DEAH box helicase"
"DDX51","ENSG00000185163","DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX52","ENSG00000277594|ENSG00000278053","DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX53","ENSG00000184735","DEAD-box helicase 53 [Source:HGNC Symbol;Acc:HGNC:20083]",1,"PF00013|PF00271|PF00270","KH_1|Helicase_C|DEAD","KH domain|Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX54","ENSG00000123064","DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]",1,"PF00270|PF00271|PF08147","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX55","ENSG00000111364","DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]",1,"PF00271|PF13959|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DDX56","ENSG00000136271","DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX58","ENSG00000107201","DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]",1,"PF00270|PF11648|PF00271|PF16739","DEAD|RIG-I_C-RD|Helicase_C|CARD_2","DEAD/DEAH box helicase|C-terminal domain of RIG-I|Helicase conserved C-terminal domain|Caspase recruitment domain"
"DDX59","ENSG00000118197","DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]",1,"PF00270|PF04438|PF00271","DEAD|zf-HIT|Helicase_C","DEAD/DEAH box helicase|HIT zinc finger|Helicase conserved C-terminal domain"
"DDX6","ENSG00000110367","DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX60","ENSG00000137628","DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DDX60L","ENSG00000181381","DEAD-box helicase 60-like [Source:HGNC Symbol;Acc:HGNC:26429]",1,"PF00271|PF00270","Helicase_C|DEAD","Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DEK","ENSG00000124795","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]",1,"PF08766|PF02037","DEK_C|SAP","DEK C terminal domain|SAP domain"
"DGCR8","ENSG00000128191","DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]",1,"PF00035","dsrm","Double-stranded RNA binding motif"
"DHX15","ENSG00000109606","DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]",1,"PF04408|PF00271|PF00270|PF07717","HA2|Helicase_C|DEAD|OB_NTP_bind","Helicase associated domain (HA2)|Helicase conserved C-terminal domain|DEAD/DEAH box helicase|Oligonucleotide/oligosaccharide-binding (OB)-fold"
"DHX16","ENSG00000204560|ENSG00000206486|ENSG00000226171|ENSG00000227222|ENSG00000231377|ENSG00000233049|ENSG00000233418|ENSG00000233561","DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]",1,"PF04408|PF07717|PF00271|PF00270","HA2|OB_NTP_bind|Helicase_C|DEAD","Helicase associated domain (HA2)|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DHX29","ENSG00000067248","DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815]",1,"PF04408|PF00270|PF07717|PF00271","HA2|DEAD|OB_NTP_bind|Helicase_C","Helicase associated domain (HA2)|DEAD/DEAH box helicase|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase conserved C-terminal domain"
"DHX30","ENSG00000132153","DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]",1,"PF07717|PF00270|PF00271|PF04408","OB_NTP_bind|DEAD|Helicase_C|HA2","Oligonucleotide/oligosaccharide-binding (OB)-fold|DEAD/DEAH box helicase|Helicase conserved C-terminal domain|Helicase associated domain (HA2)"
"DHX33","ENSG00000005100","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]",1,"PF04408|PF07717|PF00271|PF00270","HA2|OB_NTP_bind|Helicase_C|DEAD","Helicase associated domain (HA2)|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase conserved C-terminal domain|DEAD/DEAH box helicase"
"DHX34","ENSG00000134815","DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]",1,"PF00271|PF04408|PF07717","Helicase_C|HA2|OB_NTP_bind","Helicase conserved C-terminal domain|Helicase associated domain (HA2)|Oligonucleotide/oligosaccharide-binding (OB)-fold"
"DHX35","ENSG00000101452","DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]",1,"PF00271|PF04408|PF07717","Helicase_C|HA2|OB_NTP_bind","Helicase conserved C-terminal domain|Helicase associated domain (HA2)|Oligonucleotide/oligosaccharide-binding (OB)-fold"
"DHX36","ENSG00000174953|ENSG00000281763","DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]",1,"PF07717|PF00270|PF00271|PF04408","OB_NTP_bind|DEAD|Helicase_C|HA2","Oligonucleotide/oligosaccharide-binding (OB)-fold|DEAD/DEAH box helicase|Helicase conserved C-terminal domain|Helicase associated domain (HA2)"
"DHX37","ENSG00000150990","DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]",1,"PF00271|PF07717|PF04408|PF00270","Helicase_C|OB_NTP_bind|HA2|DEAD","Helicase conserved C-terminal domain|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase associated domain (HA2)|DEAD/DEAH box helicase"
"DHX38","ENSG00000140829","DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211]",1,"PF07717|PF00271|PF04408|PF00270","OB_NTP_bind|Helicase_C|HA2|DEAD","Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase conserved C-terminal domain|Helicase associated domain (HA2)|DEAD/DEAH box helicase"
"DHX40","ENSG00000108406","DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]",1,"PF04408|PF00271|PF07717|PF00270|PF00437","HA2|Helicase_C|OB_NTP_bind|DEAD|T2SSE","Helicase associated domain (HA2)|Helicase conserved C-terminal domain|Oligonucleotide/oligosaccharide-binding (OB)-fold|DEAD/DEAH box helicase|Type II/IV secretion system protein"
"DHX57","ENSG00000163214","DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]",1,"PF04408|PF00642|PF07717|PF05773|PF00270|PF00271","HA2|zf-CCCH|OB_NTP_bind|RWD|DEAD|Helicase_C","Helicase associated domain (HA2)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)|Oligonucleotide/oligosaccharide-binding (OB)-fold|RWD domain|DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"DHX58","ENSG00000108771","DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]",1,"PF00271|PF04851|PF11648","Helicase_C|ResIII|RIG-I_C-RD","Helicase conserved C-terminal domain|Type III restriction enzyme, res subunit|C-terminal domain of RIG-I"
"DHX8","ENSG00000067596","DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]",1,"PF00270|PF04408|PF00575|PF00271|PF07717","DEAD|HA2|S1|Helicase_C|OB_NTP_bind","DEAD/DEAH box helicase|Helicase associated domain (HA2)|S1 RNA binding domain|Helicase conserved C-terminal domain|Oligonucleotide/oligosaccharide-binding (OB)-fold"
"DHX9","ENSG00000135829","DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]",1,"PF00035|PF00270|PF07717|PF04408|PF00271","dsrm|DEAD|OB_NTP_bind|HA2|Helicase_C","Double-stranded RNA binding motif|DEAD/DEAH box helicase|Oligonucleotide/oligosaccharide-binding (OB)-fold|Helicase associated domain (HA2)|Helicase conserved C-terminal domain"
"DICER1","ENSG00000100697","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]",1,"PF03368|PF00270|PF00636|PF02170|PF00271","Dicer_dimer|DEAD|Ribonuclease_3|PAZ|Helicase_C","Dicer dimerisation domain|DEAD/DEAH box helicase|Ribonuclease III domain|PAZ domain|Helicase conserved C-terminal domain"
"DIMT1","ENSG00000086189","DIM1 dimethyladenosine transferase 1 homolog [Source:HGNC Symbol;Acc:HGNC:30217]",1,"PF00398","RrnaAD","Ribosomal RNA adenine dimethylase"
"DIS3","ENSG00000083520","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]",1,"PF00773|PF13638","RNB|PIN_4","RNB domain|PIN domain"
"DIS3L","ENSG00000166938","DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]",1,"PF00773","RNB","RNB domain"
"DIS3L2","ENSG00000144535","DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]",1,"PF00773|PF08961","RNB|DUF1875","RNB domain|Domain of unknown function (DUF1875)"
"DKC1","ENSG00000130826","dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]",1,"PF01509|PF08068|PF16198|PF01472","TruB_N|DKCLD|TruB_C_2|PUA","TruB family pseudouridylate synthase (N terminal domain)|DKCLD (NUC011) domain|tRNA pseudouridylate synthase B C-terminal domain|PUA domain"
"DNAJC17","ENSG00000104129","DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]",1,"PF00226|PF00076","DnaJ|RRM_1","DnaJ domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"DNAJC21","ENSG00000168724","DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]",1,"PF00226|PF12171","DnaJ|zf-C2H2_jaz","DnaJ domain|Zinc-finger double-stranded RNA-binding"
"DRG1","ENSG00000185721","developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]",1,"PF16897|PF01926|PF02824","MMR_HSR1_Xtn|MMR_HSR1|TGS","C-terminal region of MMR_HSR1 domain|50S ribosome-binding GTPase|TGS domain"
"DRG2","ENSG00000108591","developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3030]",1,"PF16897|PF01926|PF02824","MMR_HSR1_Xtn|MMR_HSR1|TGS","C-terminal region of MMR_HSR1 domain|50S ribosome-binding GTPase|TGS domain"
"DROSHA","ENSG00000113360","drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]",1,"PF00035|PF14622|PF00636","dsrm|Ribonucleas_3_3|Ribonuclease_3","Double-stranded RNA binding motif|Ribonuclease-III-like|Ribonuclease III domain"
"DUS2","ENSG00000167264","dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]",1,"PF01207|PF00035","Dus|dsrm","Dihydrouridine synthase (Dus)|Double-stranded RNA binding motif"
"DYNC1I2","ENSG00000077380","dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]",1,"PF11540|PF00400","Dynein_IC2|WD40","Cytoplasmic dynein 1 intermediate chain 2|WD domain, G-beta repeat"
"EED","ENSG00000074266","embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]",1,"PF00400","WD40","WD domain, G-beta repeat"
"EEF1A1","ENSG00000156508","eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]",1,"PF03143|PF03144|PF00009","GTP_EFTU_D3|GTP_EFTU_D2|GTP_EFTU","Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2|Elongation factor Tu GTP binding domain"
"EEF1A2","ENSG00000101210","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]",1,"PF00009|PF03143|PF03144","GTP_EFTU|GTP_EFTU_D3|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain|Elongation factor Tu domain 2"
"EEF2","ENSG00000167658","eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]",1,"PF00009|PF00679|PF14492|PF03764|PF03144","GTP_EFTU|EFG_C|EFG_II|EFG_IV|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Elongation factor G C-terminus|Elongation Factor G, domain II|Elongation factor G, domain IV|Elongation factor Tu domain 2"
"EEFSEC","ENSG00000132394","eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]",1,"PF00009","GTP_EFTU","Elongation factor Tu GTP binding domain"
"EFL1","ENSG00000140598","elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]",1,"PF14492|PF00679|PF00009","EFG_II|EFG_C|GTP_EFTU","Elongation Factor G, domain II|Elongation factor G C-terminus|Elongation factor Tu GTP binding domain"
"EFTUD2","ENSG00000108883","elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]",1,"PF00009|PF03144|PF03764|PF00679|PF14492|PF16004","GTP_EFTU|GTP_EFTU_D2|EFG_IV|EFG_C|EFG_II|EFTUD2","Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2|Elongation factor G, domain IV|Elongation factor G C-terminus|Elongation Factor G, domain II|116 kDa U5 small nuclear ribonucleoprotein component N-terminus"
"EIF2AK2","ENSG00000055332","eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]",1,"PF00035|PF00069","dsrm|Pkinase","Double-stranded RNA binding motif|Protein kinase domain"
"EIF2S1","ENSG00000134001","eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]",1,"PF00575|PF07541","S1|EIF_2_alpha","S1 RNA binding domain|Eukaryotic translation initiation factor 2 alpha subunit"
"EIF2S3","ENSG00000130741","eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]",1,"PF09173|PF00009|PF03144","eIF2_C|GTP_EFTU|GTP_EFTU_D2","Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2"
"EIF2S3L","ENSG00000180574","Putative eukaryotic translation initiation factor 2 subunit 3-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q2VIR3]",1,"PF03144|PF09173|PF00009","GTP_EFTU_D2|eIF2_C|GTP_EFTU","Elongation factor Tu domain 2|Initiation factor eIF2 gamma, C terminal|Elongation factor Tu GTP binding domain"
"EIF3B","ENSG00000106263","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]",1,"PF08662|PF00076","eIF2A|RRM_1","Eukaryotic translation initiation factor eIF2A|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF3G","ENSG00000130811","eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]",1,"PF00076|PF12353","RRM_1|eIF3g","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Eukaryotic translation initiation factor 3 subunit G"
"EIF3I","ENSG00000084623","eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]",1,"PF00400","WD40","WD domain, G-beta repeat"
"EIF4A1","ENSG00000161960","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4A2","ENSG00000156976","eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4A3","ENSG00000141543","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]",1,"PF00270|PF00271","DEAD|Helicase_C","DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"EIF4B","ENSG00000063046","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF4G1","ENSG00000114867","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]",1,"PF02847|PF02020|PF02854","MA3|W2|MIF4G","MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain"
"EIF4G2","ENSG00000110321","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]",1,"PF02847|PF02854|PF02020","MA3|MIF4G|W2","MA3 domain|MIF4G domain|eIF4-gamma/eIF5/eIF2-epsilon"
"EIF4G3","ENSG00000075151","eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]",1,"PF02847|PF02020|PF02854","MA3|W2|MIF4G","MA3 domain|eIF4-gamma/eIF5/eIF2-epsilon|MIF4G domain"
"EIF4H","ENSG00000106682","eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EIF5B","ENSG00000158417","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]",1,"PF00009|PF11987|PF03144","GTP_EFTU|IF-2|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Translation-initiation factor 2|Elongation factor Tu domain 2"
"ELAVL1","ENSG00000066044","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL2","ENSG00000107105","ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL3","ENSG00000196361","ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELAVL4","ENSG00000162374","ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ELP2","ENSG00000134759","elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]",1,"PF00400","WD40","WD domain, G-beta repeat"
"EML4","ENSG00000143924","echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]",1,"PF00400|PF03451","WD40|HELP","WD domain, G-beta repeat|HELP motif"
"ENOX1","ENSG00000120658","ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"ENOX2","ENSG00000165675","ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"EP400","ENSG00000183495","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]",1,"PF07529|PF15790|PF00176|PF00271","HSA|SNF2_N|Helicase_C","HSA|SNF2 family N-terminal domain|Helicase conserved C-terminal domain"
"ERAL1","ENSG00000132591","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"ERI1","ENSG00000104626","exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]",1,"PF00929|PF02037","RNase_T|SAP","Exonuclease|SAP domain"
"ERI2","ENSG00000196678","ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]",1,"PF00929|PF06839","RNase_T","Exonuclease"
"ERI3","ENSG00000117419","ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]",1,"PF00929","RNase_T","Exonuclease"
"ETF1","ENSG00000120705","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]",1,"PF03465|PF03464|PF03463","eRF1_3|eRF1_2|eRF1_1","eRF1 domain 3|eRF1 domain 2|eRF1 domain 1"
"EWSR1","ENSG00000182944","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]",1,"PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"EXOSC4","ENSG00000178896","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC5","ENSG00000077348","exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]",1,"PF01138|PF03725","RNase_PH|RNase_PH_C","3' exoribonuclease family, domain 1|3' exoribonuclease family, domain 2"
"EXOSC6","ENSG00000223496","exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]",1,"PF01138","RNase_PH","3' exoribonuclease family, domain 1"
"EXOSC7","ENSG00000075914","exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC8","ENSG00000120699","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC9","ENSG00000123737","exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"FASTK","ENSG00000164896","Fas activated serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:24676]",1,"PF06743|PF08368|PF08373",NA,NA
"FASTKD1","ENSG00000138399","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]",1,"PF08373|PF08368|PF06743",NA,NA
"FASTKD2","ENSG00000118246","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]",1,"PF06743|PF08368|PF08373",NA,NA
"FASTKD3","ENSG00000124279","FAST kinase domains 3 [Source:HGNC Symbol;Acc:HGNC:28758]",1,"PF08368|PF06743|PF08373",NA,NA
"FASTKD5","ENSG00000215251","FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]",1,"PF08368|PF08373|PF06743",NA,NA
"FBL","ENSG00000105202|ENSG00000280548","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]",1,"PF01269","Fibrillarin","Fibrillarin"
"FBLL1","ENSG00000188573","fibrillarin-like 1 [Source:HGNC Symbol;Acc:HGNC:35458]",1,"PF01269","Fibrillarin","Fibrillarin"
"FMR1","ENSG00000102081","fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]",1,"PF00013|PF16098|PF12235|PF05641","KH_1|Agenet","KH domain|Agenet domain"
"FTSJ1","ENSG00000068438","FtsJ RNA methyltransferase homolog 1 (E. coli) [Source:HGNC Symbol;Acc:HGNC:13254]",1,"PF01728","FtsJ","FtsJ-like methyltransferase"
