"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"EPRS","ENSG00000136628","glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]",0,"PF00587|PF03950|PF00043|PF09180|PF00458|PF00749|PF03129","tRNA-synt_2b|tRNA-synt_1c_C|GST_C|ProRS-C_1|WHEP-TRS|tRNA-synt_1c|HGTP_anticodon","tRNA synthetase class II core domain (G, H, P, S and T)|tRNA synthetases class I (E and Q), anti-codon binding domain|Glutathione S-transferase, C-terminal domain|Prolyl-tRNA synthetase, C-terminal|WHEP-TRS domain|tRNA synthetases class I (E and Q), catalytic domain|Anticodon binding domain"
"ERAL1","ENSG00000132591","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"ERI1","ENSG00000104626","exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]",1,"PF00929|PF02037","RNase_T|SAP","Exonuclease|SAP domain"
"ERI3","ENSG00000117419","ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]",1,"PF00929","RNase_T","Exonuclease"
"ESF1","ENSG00000089048","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]",0,"PF08159",NA,NA
"ESRP1","ENSG00000104413","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]",0,NA,NA,NA
"ESRP2","ENSG00000103067","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]",0,NA,NA,NA
"ETF1","ENSG00000120705","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]",1,"PF03465|PF03464|PF03463","eRF1_3|eRF1_2|eRF1_1","eRF1 domain 3|eRF1 domain 2|eRF1 domain 1"
"EWSR1","ENSG00000182944","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]",1,"PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"EXOSC10","ENSG00000171824","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]",0,"PF00570|PF01612|PF08066","HRDC|DNA_pol_A_exo1|PMC2NT","HRDC domain|3'-5' exonuclease|PMC2NT (NUC016) domain"
"EXOSC2","ENSG00000130713","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]",0,"PF15985|PF14382","KH_6|ECR1_N","KH domain|Exosome complex exonuclease RRP4 N-terminal region"
"EXOSC3","ENSG00000107371","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]",0,"PF15985","KH_6","KH domain"
"EXOSC4","ENSG00000178896","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"EXOSC6","ENSG00000223496","exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]",1,"PF01138","RNase_PH","3' exoribonuclease family, domain 1"
"EXOSC9","ENSG00000123737","exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]",1,"PF03725|PF01138","RNase_PH_C|RNase_PH","3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1"
"FAM103A1","ENSG00000169612","family with sequence similarity 103 member A1 [Source:HGNC Symbol;Acc:HGNC:31022]",0,"PF15320",NA,NA
"FAM120A","ENSG00000048828","family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]",0,NA,NA,NA
"FAM120B","ENSG00000112584|ENSG00000275333","family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]",0,NA,NA,NA
"FAM120C","ENSG00000184083","family with sequence similarity 120C [Source:HGNC Symbol;Acc:HGNC:16949]",0,NA,NA,NA
"FAM98A","ENSG00000119812","family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]",0,"PF10239",NA,NA
"FAM98B","ENSG00000171262","family with sequence similarity 98 member B [Source:HGNC Symbol;Acc:HGNC:26773]",0,"PF10239",NA,NA
"FARSA","ENSG00000179115","phenylalanyl-tRNA synthetase alpha subunit [Source:HGNC Symbol;Acc:HGNC:3592]",0,"PF01409|PF08279","tRNA-synt_2d|HTH_11","tRNA synthetases class II core domain (F)|HTH domain"
"FARSB","ENSG00000116120","phenylalanyl-tRNA synthetase beta subunit [Source:HGNC Symbol;Acc:HGNC:17800]",0,"PF03484|PF03483","B5|B3_4","tRNA synthetase B5 domain|B3/4 domain"
"FASTKD1","ENSG00000138399","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]",1,"PF08373|PF08368|PF06743",NA,NA
"FASTKD2","ENSG00000118246","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]",1,"PF06743|PF08368|PF08373",NA,NA
"FASTKD5","ENSG00000215251","FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]",1,"PF08368|PF08373|PF06743",NA,NA
"FAU","ENSG00000149806","FAU, ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597]",0,"PF00240|PF04758","ubiquitin|Ribosomal_S30","Ubiquitin family|Ribosomal protein S30"
"FBL","ENSG00000105202|ENSG00000280548","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]",1,"PF01269","Fibrillarin","Fibrillarin"
"FBLL1","ENSG00000188573","fibrillarin-like 1 [Source:HGNC Symbol;Acc:HGNC:35458]",1,"PF01269","Fibrillarin","Fibrillarin"
"FCF1","ENSG00000119616","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]",0,"PF04900","Fcf1","Fcf1"
"FIP1L1","ENSG00000145216","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]",0,"PF05182",NA,NA
"FMR1","ENSG00000102081","fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]",1,"PF00013|PF16098|PF12235|PF05641","KH_1|Agenet","KH domain|Agenet domain"
"FRG1","ENSG00000109536|ENSG00000275145|ENSG00000283153|ENSG00000283630","FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]",0,"PF06229","FRG1","FRG1-like domain"
"FTSJ3","ENSG00000108592","FtsJ homolog 3 [Source:HGNC Symbol;Acc:HGNC:17136]",1,"PF11861|PF01728|PF07780","FtsJ","FtsJ-like methyltransferase"
"FUBP1","ENSG00000162613","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]",1,"PF00013|PF09005","KH_1|DUF1897","KH domain|Domain of unknown function (DUF1897)"
"FUBP3","ENSG00000107164","far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]",1,"PF00013","KH_1","KH domain"
"FUS","ENSG00000089280","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]",1,"PF00641|PF00076","zf-RanBP|RRM_1","Zn-finger in Ran binding protein and others|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"FXR1","ENSG00000114416","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]",1,"PF16096|PF05641|PF00013|PF16097|PF12235","Agenet|KH_1","Agenet domain|KH domain"
"FXR2","ENSG00000129245","FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]",1,"PF00013|PF16096|PF05641|PF12235","KH_1|Agenet","KH domain|Agenet domain"
"FYTTD1","ENSG00000122068","forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]",0,"PF07078","FYTT","Forty-two-three protein"
"G3BP1","ENSG00000145907","G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]",1,"PF02136|PF00076","NTF2|RRM_1","Nuclear transport factor 2 (NTF2) domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"G3BP2","ENSG00000138757","G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]",1,"PF00076|PF02136","RRM_1|NTF2","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Nuclear transport factor 2 (NTF2) domain"
"GAPDH","ENSG00000111640","glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]",0,"PF00044|PF02800","Gp_dh_N|Gp_dh_C","Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain|Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
"GAR1","ENSG00000109534","GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]",1,"PF04410","Gar1","Gar1/Naf1 RNA binding region"
"GARS","ENSG00000106105","glycyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4162]",0,"PF03129|PF00587|PF00458","HGTP_anticodon|tRNA-synt_2b|WHEP-TRS","Anticodon binding domain|tRNA synthetase class II core domain (G, H, P, S and T)|WHEP-TRS domain"
"GEMIN4","ENSG00000179409","gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]",0,NA,NA,NA
"GEMIN5","ENSG00000082516","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]",1,"PF00400|PF12894","WD40|ANAPC4_WD40","WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"GFM1","ENSG00000168827","G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]",1,"PF03144|PF03764|PF14492|PF00009|PF00679","GTP_EFTU_D2|EFG_IV|EFG_II|GTP_EFTU|EFG_C","Elongation factor Tu domain 2|Elongation factor G, domain IV|Elongation Factor G, domain II|Elongation factor Tu GTP binding domain|Elongation factor G C-terminus"
"GLTSCR2","ENSG00000105373","glioma tumor suppressor candidate region gene 2 [Source:HGNC Symbol;Acc:HGNC:4333]",0,"PF07767",NA,NA
"GNL1","ENSG00000204590|ENSG00000206412|ENSG00000206492|ENSG00000226882|ENSG00000228581|ENSG00000229470|ENSG00000232143|ENSG00000235986","G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GNL2","ENSG00000134697","G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]",1,"PF01926|PF08153","MMR_HSR1","50S ribosome-binding GTPase"
"GNL3","ENSG00000163938","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]",1,"PF08701|PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GNL3L","ENSG00000130119","G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"GPATCH4","ENSG00000160818","G-patch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25982]",1,"PF01585",NA,NA
"GPATCH8","ENSG00000186566","G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]",1,"PF01585|PF12171","zf-C2H2_jaz","Zinc-finger double-stranded RNA-binding"
"GPKOW","ENSG00000068394","G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]",0,"PF00467|PF12656","KOW","KOW motif"
"GRSF1","ENSG00000132463","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"GRWD1","ENSG00000105447","glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]",1,"PF12265|PF00400","CAF1C_H4-bd|WD40","Histone-binding protein RBBP4 or subunit C of CAF1 complex|WD domain, G-beta repeat"
"GSPT1","ENSG00000103342","G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]",1,"PF07145|PF03144|PF00009|PF03143","PAM2|GTP_EFTU_D2|GTP_EFTU|GTP_EFTU_D3","Ataxin-2 C-terminal region|Elongation factor Tu domain 2|Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain"
"GSPT2","ENSG00000189369","G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]",1,"PF00009|PF03143|PF07145|PF03144","GTP_EFTU|GTP_EFTU_D3|PAM2|GTP_EFTU_D2","Elongation factor Tu GTP binding domain|Elongation factor Tu C-terminal domain|Ataxin-2 C-terminal region|Elongation factor Tu domain 2"
"GTF2F1","ENSG00000125651","general transcription factor IIF subunit 1 [Source:HGNC Symbol;Acc:HGNC:4652]",0,"PF05793","TFIIF_alpha","Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)"
"GTPBP1","ENSG00000100226","GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]",1,"PF00009","GTP_EFTU","Elongation factor Tu GTP binding domain"
"GTPBP10","ENSG00000105793","GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]",1,"PF01926|PF01018","MMR_HSR1|GTP1_OBG","50S ribosome-binding GTPase|GTP1/OBG"
"GTPBP4","ENSG00000107937","GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]",0,"PF08155|PF06858","NOG1","Nucleolar GTP-binding protein 1 (NOG1)"
"HABP4","ENSG00000130956","hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]",1,"PF16174|PF04774","IHABP4_N|HABP4_PAI-RBP1","Intracellular hyaluronan-binding protein 4 N-terminal|Hyaluronan / mRNA binding family"
"HARS","ENSG00000170445","histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]",0,"PF13393|PF03129|PF00458","tRNA-synt_His|HGTP_anticodon|WHEP-TRS","Histidyl-tRNA synthetase|Anticodon binding domain|WHEP-TRS domain"
"HARS2","ENSG00000112855","histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]",0,"PF13393|PF03129","tRNA-synt_His|HGTP_anticodon","Histidyl-tRNA synthetase|Anticodon binding domain"
"HBS1L","ENSG00000112339","HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]",1,"PF08938|PF00009|PF03144|PF03143","HBS1_N|GTP_EFTU|GTP_EFTU_D2|GTP_EFTU_D3","HBS1 N-terminus|Elongation factor Tu GTP binding domain|Elongation factor Tu domain 2|Elongation factor Tu C-terminal domain"
"HDLBP","ENSG00000115677","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]",1,"PF00013","KH_1","KH domain"
"HEATR1","ENSG00000119285","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]",0,"PF12397|PF08146",NA,NA
"HELZ","ENSG00000198265","helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878]",1,"PF13087|PF00642|PF13086","AAA_12|zf-CCCH|AAA_11","AAA domain|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"HELZ2","ENSG00000130589","helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]",1,"PF13086|PF13087|PF00773","AAA_11|AAA_12|RNB","AAA domain|RNB domain"
"HEXIM1","ENSG00000186834","hexamethylene bisacetamide inducible 1 [Source:HGNC Symbol;Acc:HGNC:24953]",0,"PF15313","HEXIM","Hexamethylene bis-acetamide-inducible protein"
"HNRNPA0","ENSG00000177733","heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA1","ENSG00000135486","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]",1,"PF11627|PF00076","HnRNPA1|RRM_1","Nuclear factor hnRNPA1|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA2B1","ENSG00000122566","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPA3","ENSG00000170144","heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]",1,"PF00076|PF11627","RRM_1|HnRNPA1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Nuclear factor hnRNPA1"
"HNRNPAB","ENSG00000197451","heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]",1,"PF08143|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPC","ENSG00000092199","heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPCL1","ENSG00000179172|ENSG00000282175","heterogeneous nuclear ribonucleoprotein C-like 1 [Source:HGNC Symbol;Acc:HGNC:29295]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPD","ENSG00000138668","heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]",1,"PF08143|PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPDL","ENSG00000152795","heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPF","ENSG00000169813","heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]",1,"PF00076|PF08080","RRM_1|zf-RNPHF","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNPHF zinc finger"
"HNRNPH1","ENSG00000169045","heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:HGNC:5041]",1,"PF08080|PF00076","zf-RNPHF|RRM_1","RNPHF zinc finger|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPH2","ENSG00000126945","heterogeneous nuclear ribonucleoprotein H2 (H') [Source:HGNC Symbol;Acc:HGNC:5042]",1,"PF00076|PF08080","RRM_1|zf-RNPHF","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNPHF zinc finger"
"HNRNPH3","ENSG00000096746","heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPK","ENSG00000165119","heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]",1,"PF00013|PF08067","KH_1","KH domain"
"HNRNPL","ENSG00000104824|ENSG00000282947","heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]",1,"PF13893|PF00076","RRM_5|RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPLL","ENSG00000143889","heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPM","ENSG00000099783","heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]",1,"PF00076|PF11532","RRM_1|HnRNP_M","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Heterogeneous nuclear ribonucleoprotein M"
"HNRNPR","ENSG00000125944|ENSG00000282958","heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"HNRNPU","ENSG00000153187","heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]",1,"PF13671|PF02037|PF00622","AAA_33|SAP|SPRY","AAA domain|SAP domain|SPRY domain"
"HNRNPUL1","ENSG00000105323","heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]",1,"PF00622|PF13671|PF02037","SPRY|AAA_33|SAP","SPRY domain|AAA domain|SAP domain"
"HNRNPUL2","ENSG00000214753","heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]",1,"PF00622|PF13671|PF02037","SPRY|AAA_33|SAP","SPRY domain|AAA domain|SAP domain"
"HTATSF1","ENSG00000102241","HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"IARS","ENSG00000196305","isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]",0,"PF08264|PF00133","Anticodon_1|tRNA-synt_1","Anticodon-binding domain of tRNA|tRNA synthetases class I (I, L, M and V)"
"IARS2","ENSG00000067704","isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",0,"PF06827|PF00133|PF08264","zf-FPG_IleRS|tRNA-synt_1|Anticodon_1","Zinc finger found in FPG and IleRS|tRNA synthetases class I (I, L, M and V)|Anticodon-binding domain of tRNA"
"IFIT2","ENSG00000119922","interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]",0,"PF13181","TPR_8","Tetratricopeptide repeat"
"IFIT5","ENSG00000152778","interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]",0,"PF13374|PF13424|PF07719|PF13181","TPR_10|TPR_12|TPR_2|TPR_8","Tetratricopeptide repeat"
"IGF2BP1","ENSG00000159217","insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]",1,"PF00076|PF00013","RRM_1|KH_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|KH domain"
"IGF2BP2","ENSG00000073792","insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]",1,"PF00013|PF00076","KH_1|RRM_1","KH domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"IGF2BP3","ENSG00000136231","insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]",1,"PF00076|PF00013","RRM_1|KH_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|KH domain"
"IGHMBP2","ENSG00000132740","immunoglobulin mu binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5542]",1,"PF13087|PF01428|PF13086|PF01424","AAA_12|zf-AN1|AAA_11|R3H","AAA domain|AN1-like Zinc finger|R3H domain"
"ILF2","ENSG00000143621","interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]",0,"PF07528","DZF","DZF domain"
"ILF3","ENSG00000129351","interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]",1,"PF07528|PF00035","DZF|dsrm","DZF domain|Double-stranded RNA binding motif"
"IMP3","ENSG00000177971","IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]",1,"PF01479|PF00163","S4|Ribosomal_S4","S4 domain|Ribosomal protein S4/S9 N-terminal domain"
"IMP4","ENSG00000136718","IMP4 homolog, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]",1,"PF04427","Brix","Brix domain"
"INTS1","ENSG00000164880","integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]",0,"PF12432",NA,NA
"INTS2","ENSG00000108506","integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]",0,"PF14750",NA,NA
"INTS3","ENSG00000143624|ENSG00000262826","integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]",0,"PF10189","DUF2356","Conserved protein (DUF2356)"
"INTS5","ENSG00000185085","integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]",0,"PF14838|PF14837",NA,NA
"IPO11","ENSG00000086200","importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]",0,"PF03810","IBN_N","Importin-beta N-terminal domain"
"IPO4","ENSG00000196497","importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]",0,"PF02985|PF03810|PF13513","HEAT|IBN_N|HEAT_EZ","HEAT repeat|Importin-beta N-terminal domain|HEAT-like repeat"
"IPO5","ENSG00000065150","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]",0,"PF03810|PF13646|PF02985","IBN_N|HEAT_2|HEAT","Importin-beta N-terminal domain|HEAT repeats|HEAT repeat"
"IPO7","ENSG00000205339","importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]",0,"PF03810|PF08506","IBN_N|Cse1","Importin-beta N-terminal domain|Cse1"
"IPO8","ENSG00000133704","importin 8 [Source:HGNC Symbol;Acc:HGNC:9853]",0,"PF08506|PF03810","Cse1|IBN_N","Cse1|Importin-beta N-terminal domain"
"IPO9","ENSG00000198700","importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]",0,"PF03810","IBN_N","Importin-beta N-terminal domain"
"IREB2","ENSG00000136381","iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]",0,"PF00330|PF00694","Aconitase|Aconitase_C","Aconitase family (aconitate hydratase)|Aconitase C-terminal domain"
"ISG20L2","ENSG00000143319","interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]",1,"PF00929","RNase_T","Exonuclease"
"ISY1","ENSG00000240682","ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]",0,"PF06246","Isy1","Isy1-like splicing family"
"KARS","ENSG00000065427","lysyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6215]",1,"PF00152|PF01336","tRNA-synt_2|tRNA_anti-codon","tRNA synthetases class II (D, K and N)|OB-fold nucleic acid binding domain"
"KHDRBS1","ENSG00000121774","KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",1,"PF16274|PF00013|PF16568","Qua1|KH_1|Sam68-YY","Qua1 domain|KH domain|Tyrosine-rich domain of Sam68"
"KHDRBS3","ENSG00000131773","KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]",1,"PF16568|PF00013|PF16274","Sam68-YY|KH_1|Qua1","Tyrosine-rich domain of Sam68|KH domain|Qua1 domain"
"KHSRP","ENSG00000088247","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]",1,"PF09005|PF00013","DUF1897|KH_1","Domain of unknown function (DUF1897)|KH domain"
"KIN","ENSG00000151657","Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]",0,"PF10357","Kin17_mid","Domain of Kin17 curved DNA-binding protein"
"KPNB1","ENSG00000108424","karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]",0,"PF13513|PF03810|PF02985","HEAT_EZ|IBN_N|HEAT","HEAT-like repeat|Importin-beta N-terminal domain|HEAT repeat"
"KRR1","ENSG00000111615","KRR1, small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176]",0,NA,NA,NA
"LARP1","ENSG00000155506","La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]",1,"PF05383","La","La domain"
"LARP1B","ENSG00000138709","La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]",1,"PF05383","La","La domain"
"LARP4","ENSG00000161813","La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]",1,"PF05383","La","La domain"
"LARP4B","ENSG00000107929","La ribonucleoprotein domain family member 4B [Source:HGNC Symbol;Acc:HGNC:28987]",1,"PF05383","La","La domain"
